kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,associatedReferences,recordedBy,individualCount,occurrenceStatus,eventDate,countryCode,locality,municipality,decimalLatitude,decimalLongitude,geodeticDatum,scientificName,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:1482308,"Източник: Христович, 1901",Nedko Nedyalkov | BSPB NA,1,present,1900-05-02T00:00:00Z,BG,"Lyaskovets, Veliko Tarnovo, Bulgaria",Лясковец,43.107529,25.733394,WGS84,Mesocricetus newtoni,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:1482387,"Източник: Христович, 1901",Nedko Nedyalkov | BSPB NA,1,present,1901-01-01T00:00:00Z,BG,"Lyaskovets, Veliko Tarnovo, Bulgaria",Лякосвец,43.107529,25.733394,WGS84,Cricetus cricetus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916201,"Находище: Варна. Датата е приблизителна: 1901. Източник: Miller, 1912",Nedko Nedyalkov | BSPB NA,1,present,1901-12-31T00:00:00Z,BG,"Varna, Varna, Bulgaria",Варна,43.2279,27.943607,WGS84,Felis silvestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919850,"Находище: София. Датата е приблизителна: 1901. Източник: Miller, 1912",Nedko Nedyalkov | BSPB NA,1,present,1901-12-31T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.682576,23.33764,WGS84,Crocidura suaveolens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,materialSample,NEDKO:SMoBG:OBS:919849,"Находище: София. Датата е приблизителна: 1901. Източник: Miller, 1912",Nedko Nedyalkov | BSPB NA,1,present,1901-12-31T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.682576,23.33764,WGS84,Talpa europaea,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916202,"Находище: Варна. Датата е приблизителна: 1901. Източник: Miller, 1912",Nedko Nedyalkov | BSPB NA,1,present,1901-12-31T00:00:00Z,BG,"Varna, Varna, Bulgaria",Варна,43.2279,27.943607,WGS84,Crocidura suaveolens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919816,"Находище: Сеславци. Източник: Симеонов, Боев, 1988","Nedko Nedyalkov | BSPB Симеонов, Боев",1,present,1904-10-23T00:00:00Z,BG,"Buhovo, Sofia(stolitsa), Bulgaria",София,42.7903,23.517483,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919818,"Находище: Сеславци. Източник: Симеонов, Боев, 1988","Nedko Nedyalkov | BSPB Симеонов, Боев",1,present,1904-10-23T00:00:00Z,BG,"Buhovo, Sofia(stolitsa), Bulgaria",София,42.7903,23.517483,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919815,"Находище: Сеславци. Източник: Симеонов, Боев, 1988","Nedko Nedyalkov | BSPB Симеонов, Боев",1,present,1904-10-23T00:00:00Z,BG,"Buhovo, Sofia(stolitsa), Bulgaria",София,42.7903,23.517483,WGS84,Rattus norvegicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919814,"Находище: Сеславци. Източник: Симеонов, Боев, 1988","Nedko Nedyalkov | BSPB Симеонов, Боев",1,present,1904-10-23T00:00:00Z,BG,"Buhovo, Sofia(stolitsa), Bulgaria",София,42.7903,23.517483,WGS84,Erinaceus roumanicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919817,"Находище: Сеславци. Източник: Симеонов, Боев, 1988","Nedko Nedyalkov | BSPB Симеонов, Боев",1,present,1904-10-23T00:00:00Z,BG,"Buhovo, Sofia(stolitsa), Bulgaria",София,42.7903,23.517483,WGS84,Mustela nivalis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919370,"Находище: Боровец. Датата е приблизителна: 8.1915. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1915-08-31T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Sciurus vulgaris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919846,"Находище: София. Датата е приблизителна: 5.192. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1920-05-30T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.67479,23.337408,WGS84,Erinaceus roumanicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,materialSample,NEDKO:SMoBG:OBS:920081,"Находище: Тетевен. Датата е приблизителна: 1921. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1921-05-01T00:00:00Z,BG,"Teteven, Lovech, Bulgaria",Тетевен,42.915811,24.259595,WGS84,Talpa europaea,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919811,"Находище: Парк на свободата. Датата е приблизителна: 1922. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1922-11-20T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.690145,23.333909,WGS84,Erinaceus roumanicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916200,"Находище: Евксиноград. Датата е приблизителна: 10.1924. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1924-10-30T00:00:00Z,BG,"St. Konstantin i Elena, Varna, Bulgaria",Варна,43.219513,27.995137,WGS84,Apodemus sylvaticus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:918055,"Находище: Лом. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Lom, Montana, Bulgaria",Лом,43.822101,23.226037,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919277,"Находище: Образцов чифлик. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Chervena voda, Ruse, Bulgaria",Русе,43.807674,26.038395,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919278,"Находище: Русе. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Ruse, Ruse, Bulgaria",Русе,43.845819,25.954205,WGS84,Rattus rattus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916736,"Находище: Дивля. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Divlya, Pernik, Bulgaria",Дивля,42.584053,22.689641,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919437,"Находище: Семчиново. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Semchinovo, Pazardzhik, Bulgaria",Семчиново,42.175537,24.093956,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916408,"Находище: Враца. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Vratsa, Vratsa, Bulgaria",Враца,43.222167,23.566488,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916195,"Находище: Варна. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Kumanovo, Varna, Bulgaria",Варна,43.233036,27.945094,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916196,"Находище: Варна. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Kumanovo, Varna, Bulgaria",Варна,43.233036,27.945094,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916324,"Находище: Ветово. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Vetovo, Ruse, Bulgaria",Ветово,43.707354,26.257441,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:918082,"Находище: Лясковец. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Lyaskovets, Veliko Tarnovo, Bulgaria",Лясковец,43.103888,25.727133,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919076,"Находище: Разград. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Razgrad, Razgrad, Bulgaria",Разград,43.514571,26.525247,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:917944,"Находище: Кюстендил. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Piperkov chiflik, Kyustendil, Bulgaria",Кюстендил,42.289972,22.717019,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:918942,"Находище: Провадия. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Provadia, Varna, Bulgaria",Провадия,43.183802,27.446868,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919275,"Находище: Русе. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Ruse, Ruse, Bulgaria",Русе,43.838361,25.983269,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:917943,"Находище: Кюстендил. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Kyustendil, Kyustendil, Bulgaria",Кюстендил,42.28502,22.691845,WGS84,Rattus norvegicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916184,"Находище: Варвара. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Varvara, Pazardzhik, Bulgaria",Варвара,42.159958,24.123595,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:917612,"Находище: Клокотница. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Klokotnitsa, Haskovo, Bulgaria",Клокотница,41.991921,25.498546,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919736,"Находище: София. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.67479,23.337408,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919276,"Находище: Русе . Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Ruse, Ruse, Bulgaria",Русе,43.845819,25.954205,WGS84,Rattus norvegicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919737,"Находище: Врана. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Busmantsi, Sofia(stolitsa), Bulgaria",София,42.642728,23.428641,WGS84,Muscardinus avellanarius,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:917729,"Находище: Косово. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Kosovo, Plovdiv, Bulgaria",Косово,41.910168,24.700198,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919738,"Находище: София. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.67479,23.337408,WGS84,Microtus subterraneus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919345,"Находище: Самоков. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Samokov, Sofia, Bulgaria",Самоков,42.337883,23.566485,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919058,"Находище: Радомир. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Radomir, Pernik, Bulgaria",Радомир,42.553103,22.961989,WGS84,Nannospalax leucodon,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:920626,"Находище: Шумен. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Shumen, Shumen, Bulgaria",Шумен,43.26425,26.902889,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:920144,"Находище: Трекляно. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Treklyano, Kyustendil, Bulgaria",Трекляно,42.547227,22.602323,WGS84,Glis glis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:920143,"Находище: Трекляно. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Treklyano, Kyustendil, Bulgaria",Трекляно,42.547227,22.602323,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919739,"Находище: София. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Sofia, Sofia(stolitsa), Bulgaria",София,42.67479,23.337408,WGS84,Rattus rattus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:918673,"Находище: Панагюрище. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Panagyurishte, Pazardzhik, Bulgaria",Панагюрище,42.516885,24.185435,WGS84,Clethrionomys glareolus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:918663,"Находище: Пазарджик. Датата е приблизителна: 1925. Източник: Ковачев, 1925",Nedko Nedyalkov | BSPB NA,1,present,1925-01-01T00:00:00Z,BG,"Pazardzhik, Pazardzhik, Bulgaria",Пазарджик,42.20093,24.346312,WGS84,Arvicola terrestris,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916279,"Находище: Велинград. Датата е приблизителна: 1951. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1925-06-27T00:00:00Z,BG,"Velingrad, Pazardzhik, Bulgaria",Велинград,42.019631,23.984329,WGS84,Crocidura suaveolens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919368,"Находище: Боровец. Датата е приблизителна: 7.1925. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1925-07-30T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Dryomys nitedula,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:916276,"Находище: Велинград. Датата е приблизителна: 1926. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1926-06-17T00:00:00Z,BG,"Velingrad, Pazardzhik, Bulgaria",Велинград,42.019631,23.984329,WGS84,Neomys fodiens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919369,"Находище: Боровец. Датата е приблизителна: 7.1926. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1926-07-30T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Apodemus sylvaticus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919355,"Находище: Боровец. Датата е приблизителна: 1926. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1926-08-20T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Erinaceus roumanicus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919350,"Находище: Боровец. Датата е приблизителна: 1927. Източник: Мaрков, 1957",Nedko Nedyalkov | BSPB Maрков,1,present,1927-08-14T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Sorex araneus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919372,"Находище: Боровец. Датата е приблизителна: 8.1927. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1927-08-31T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Microtus subterraneus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919373,"Находище: Боровец. Датата е приблизителна: 8.1927. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1927-08-31T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Clethrionomys glareolus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Society for the Protection of Birds,placeholder,Bulgarian Society for the Protection of Birds,Small mammals of Bulgaria,humanObservation,NEDKO:SMoBG:OBS:919371,"Находище: Боровец. Датата е приблизителна: 8.1927. Източник: Jordan, 1932",Nedko Nedyalkov | BSPB NA,1,present,1927-08-31T00:00:00Z,BG,"Borovets, Sofia, Bulgaria",Самоков,42.25606,23.61839,WGS84,Sorex araneus,sp.,ICZN
