kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3578,Stanimira Deleva | Dimitar Pazderkov | NA,1,present, ,roost observation,BG,Golyamata Vitanovska,41.9952,27.427,480,480,480,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3579,NA | NA | NA,0,absent,1960-01-24,roost observation,BG,Golyamata Vrazha Dupka,43.08861,23.36615,475,475,475,cave,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3580,NA | NA | NA,2,present,2009-05-01,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3581,NA | NA | NA,3,present,2009-05-01,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3582,NA | NA | NA,11,present,2009-05-01,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3583,NA | NA | NA,15,present,2009-05-01,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Myotis cf myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3584,Boyan Petrov | Teodora Georgieva | Vladimir Karadakov,48,present,2012-03-02,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3585,Boyan Petrov | Teodora Georgieva | Vladimir Karadakov,1,present,2012-03-02,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3586,NA | NA | NA,2,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51252,255,255,255,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3587,NA | NA | NA,2,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3588,NA | NA | NA,16,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51254,254,254,254,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3589,NA | NA | NA,24,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3590,NA | NA | NA,4,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51256,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3591,NA | NA | NA,2,present,2006-10-03,roost observation,BG,Golyamata Vupa,42.07601,27.51255,254,254,254,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3592,NA | NA | NA,2,present,2006-10-05,roost observation,BG,Golyamata Vupa,42.07601,27.51252,255,255,255,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3593,NA | NA | NA,2,present,2006-10-05,roost observation,BG,Golyamata Vupa,42.07601,27.51257,254,254,254,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3594,NA | NA | NA,10,present,2006-10-05,roost observation,BG,Golyamata Vupa,42.07601,27.51258,254,254,254,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3595,Boyan Petrov | Nia Toshkova | Stoyan Goranov,1,present,2012-12-08,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3596,Boyan Petrov | Nia Toshkova | Stoyan Goranov,1430,present,2012-12-08,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3597,Boyan Petrov | Nia Toshkova | Stoyan Goranov,1430,present,2012-12-08,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3598,Boyan Petrov | Nia Toshkova | Stoyan Goranov,140,present,2012-12-08,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3599,NA | NA | NA,2,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Barbastella barbastellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3600,NA | NA | NA,18,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3601,NA | NA | NA,4,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3602,NA | NA | NA,6,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3603,NA | NA | NA,2,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3604,NA | NA | NA,4,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Pipistrellus pygmaeus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3605,NA | NA | NA,6,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3606,NA | NA | NA,38,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3607,NA | NA | NA,14,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3608,NA | NA | NA,2,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3609,NA | NA | NA,32,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3610,NA | NA | NA,3,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3611,NA | NA | NA,1,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3612,NA | NA | NA,5,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3613,NA | NA | NA,18,present,2008-09-09,roost observation,BG,Golyamata Vupa,42.07601,27.51252,255,255,255,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3614,NA | NA | NA,2,present,2010-12-12,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3615,NA | NA | NA,500,present,2010-12-12,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3616,NA | NA | NA,2500,present,2010-12-12,roost observation,BG,Golyamata Vupa,42.07601,27.51252,254,254,254,cave,WGS84,Rhinolophus media,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3617,Slaveya Stoicheva | NA | NA,0,absent,2013-08-17,roost observation,BG,Golyamata Vupa,42.07568,27.51243,207,207,207,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3618,NA | NA | NA,2,present,2009-09-26,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3619,NA | NA | NA,1,present,2009-09-26,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3620,NA | NA | NA,6,present,2009-09-26,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3621,NA | NA | NA,7,present,2009-09-26,roost observation,BG,Golyamata Vupa,42.07601,27.51253,254,254,254,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3622,Teodor Kisimov | Teodor Atanasov | Tsvetozar Yordanov,1,present,2011-07-26,capturing,BG,Golyamata Yama,42.76418,24.67993,1404,1404,1404,cave,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3623,Teodor Kisimov | Teodor Atanasov | Tsvetozar Yordanov,1,present,2011-07-26,capturing,BG,Golyamata Yama,42.76418,24.67993,1404,1404,1404,cave,WGS84,Myotis alcathoe,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3624,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3625,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3626,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Myotis cf mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3627,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3628,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3629,NA | NA | NA,0,absent,2002-08-24,found dead,BG,Golyamata Yama BSF 33,41.80528,23.38778,2200,2200,2200,cave,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3630,Slaveya Stoicheva | NA | Krum Sirakov,2,present,2014-11-09,roost observation,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3631,Slaveya Stoicheva | NA | Krum Sirakov,23,present,2014-11-09,roost observation,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3632,Slaveya Stoicheva | NA | Krum Sirakov,1,present,2014-11-09,roost observation,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3633,NA | NA | NA,8,present,2010-05-23,roost observation,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3634,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,1,present,2011-08-28,capturing,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3635,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,1,present,2011-08-28,capturing,BG,Golyamata Кauna Dupka,41.78331,24.58279,1457,1457,1457,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3636,Krasimir Lakovski | Olya Genova | NA,4,present, ,roost observation,BG,Goren Bilernik,43.28724,23.34881,279,279,279,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3637,Krasimir Lakovski | Olya Genova | NA,6,present, ,roost observation,BG,Goren Bilernik,43.28724,23.34881,279,279,279,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3638,Boyan Petrov | Nia Toshkova | Antonia Hubancheva,20,present,2015-06-26,roost observation,BG,Goren Bilernik (Vodnata Peshtera),43.28722,23.34875,281,281,281,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3639,Boyan Petrov | Nia Toshkova | Antonia Hubancheva,293,present,2015-06-26,roost observation,BG,Goren Bilernik (Vodnata Peshtera),43.28722,23.34875,281,281,281,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3640,Boyan Petrov | Nia Toshkova | Antonia Hubancheva,17,present,2015-06-26,roost observation,BG,Goren Bilernik (Vodnata Peshtera),43.28722,23.34875,281,281,281,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3641,Boyan Petrov | Nia Toshkova | Antonia Hubancheva,250,present,2015-06-26,roost observation,BG,Goren Bilernik (Vodnata Peshtera),43.28722,23.34875,281,281,281,cave,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3642,NA | NA | NA,1,present,1981-07-16,found dead,BG,Gorna Breznitsa,41.75191,23.09612,640,640,640,forest,WGS84,Myotis daubentonii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3643,NA | NA | NA,1,present,1971-08-03,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3644,NA | NA | NA,1,present,1971-08-03,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3645,NA | NA | NA,2,present,1971-08-03,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3646,NA | NA | NA,2,present,1971-08-03,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3647,NA | NA | NA,2,present,1971-08-03,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3648,NA | NA | NA,2,present,2000-06-04,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Myotis blythii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3649,NA | NA | NA,2,present,2000-06-04,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3650,NA | NA | NA,2,present,1997-08-04,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BUL:BAT:OBS:3651,NA | NA | NA,4,present,1997-08-04,roost observation,BG,Gorna Karanska Dupka,41.63655,24.33857,1080,1080,1080,cave,WGS84,Hypsugo savii,sp.,ICZN
