kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:804,,1,present,1982-06-10,capturing,BG,around Sliven,42.69611,26.33775,335,335,335,other,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:805,,1,present,1932-08-02,capturing,BG,around Svishtov,43.61609,25.35132,56,56,56,other,WGS84,Nyctalus leisleri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:806,,0,absent,2000-09-11,capturing,BG,around the village,41.403806,25.529382,0,0,0,other,WGS84,Tadarida teniotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:807,,1,present,1933-06-14,roost observation,BG,around the village of Rezovo,41.99505,27.98505,63,63,63,other,WGS84,Nyctalus lasiopterus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:808,,1,present,1954-01-14,roost observation,BG,around the village of Tsarevo,42.14104,27.84773,101,101,101,other,WGS84,Nyctalus lasiopterus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:809,,1,present,1935-07-31,roost observation,BG,around the village of. Mladдежko,42.15285,27.3605,263,263,263,other,WGS84,Nyctalus lasiopterus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:810,,0,absent,1999-10-02,capturing,BG,around the village of. Nisovo,43.65446,26.06308,73,73,73,other,WGS84,Nyctalus noctula,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:811,,0,absent,1999-10-02,capturing,BG,around the village of. Nisovo,43.65196,26.07306,100,100,100,other,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:817,Antonia Hubancheva | Svilen Delchev,10,present,2012-09-04,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:818,Antonia Hubancheva | Svilen Delchev,10,present,2012-09-04,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:819,Antonia Hubancheva | Svilen Delchev,80,present,2012-09-04,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:820,Antonia Hubancheva | Svilen Delchev,20,present,2012-09-04,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Rhinolophus blasii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:821,Antonia Hubancheva | Svilen Delchev,20,present,2012-09-04,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:822,Boyan Petrov | Nia Toshkova,0,absent,2011-07-20,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:823,Boyan Petrov | Nia Toshkova,0,absent,2011-07-20,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:824,Boyan Petrov | Nia Toshkova,0,absent,2011-07-20,roost observation,BG,Asandeliya,42.33785,22.89917,888,888,888,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:825,,100,present,2011-04-18,roost observation,BG,Asandeliya,42.33792,22.89917,865,865,865,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:826,,1,present,1957-06-06,roost observation,BG,Asen Fortress,41.98638,24.87294,388,388,388,building,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:827,,0,absent,1957-06-06,roost observation,BG,Asen Fortress,41.98638,24.87294,388,388,388,building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:828,,0,absent,1957-06-06,roost observation,BG,Asen Fortress,41.98638,24.87294,388,388,388,building,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:829,,1,present,1957-06-06,roost observation,BG,Asen Fortress,41.98638,24.87294,388,388,388,building,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:830,,3,present,1957-06-06,roost observation,BG,Asen Fortress,41.98638,24.87294,388,388,388,building,WGS84,Myotis myotis/blythii,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:831,Krasimir Kirov,1,present,2012-09-19,roost observation,BG,Asenovo station,43.25707,26.04305,118,118,118,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:832,,2,present,1976-07-13,roost observation,BG,Attic of a church,41.72505,24.68317,0,0,0,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:836,,3,present,1983-08-21,capturing,BG,Attic of a wooden house,42.83754,27.73064,150,150,150,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:837,,14,present,1999-07-02,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:838,,4,present,1996-06-05,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:839,,25,present,2010-06-05,roost observation,BG,Attic of PZCIR,41.64343,25.8721,150,150,150,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:840,,10,present,1999-06-07,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:841,,40,present,2008-08-12,roost observation,BG,Attic of PZCIR,41.64343,25.8721,150,150,150,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:842,,1,present,2001-09-12,capturing,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Pipistrellus pygmaeus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:843,,5,present,1997-07-13,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:844,,5,present,1998-06-17,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:845,,6,present,1996-07-18,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:846,,15,present,1999-07-25,roost observation,BG,Attic of PZCIR,41.64343,25.8721,146,146,146,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:847,,200,present,2002-07-25,roost observation,BG,Attic of the building of the municipal administration,41.670095,25.951153,0,0,0,building,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:848,,1,present,1981-07-12,roost observation,BG,Attic of the church,41.94577,24.22739,0,0,0,building,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:849,,1,present,1931-09-05,roost observation,BG,Attic of the museum building,42.69633,23.32766,600,600,600,building,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:850,,1,present,1931-07-15,capturing,BG,Attic of the museum building,42.69633,23.32766,600,600,600,building,WGS84,Myotis mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:851,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:852,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Myotis cf mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:853,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:854,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:855,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:856,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:857,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Myotis cf mystacinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:858,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:859,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:860,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:861,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-05-08,capturing,BG,Avren Outpost,41.32716,25.72042,558,558,558,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:862,Boyan Petrov | Nia Toshkova,3,present,2012-03-04,roost observation,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Myotis capaccinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:863,Boyan Petrov | Nia Toshkova,1,present,2012-03-04,roost observation,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Miniopterus schreibersii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:864,Boyan Petrov | Nia Toshkova,3,present,2012-03-04,roost observation,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:865,Boyan Petrov | Nia Toshkova,2,present,2012-03-04,roost observation,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:866,Boyan Petrov | Nia Toshkova,1,present,2012-03-04,capturing,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:867,,4,present,1998-04-10,capturing,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:868,,3,present,1998-04-10,capturing,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:869,,2,present,1998-04-10,capturing,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:870,,2,present,1998-04-10,capturing,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Rhinolophus mehelyi,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:871,Rumyana Metcheva | Yordan Yankov | Michaela Nedyalkova,3,present,2011-08-14,roost observation,BG,Babinite bozki,42.02866,26.40869,168,168,168,cave,WGS84,Rhinolophus sp.,genus,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:872,,4,present,1976-07-14,roost observation,BG,Bachkovo Monastery,41.94152,24.85003,0,0,0,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:873,,2,present,1979-07-21,roost observation,BG,Bachkovo Monastery,41.94152,24.85003,0,0,0,building,WGS84,Myotis myotis,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:875,Krasimir Kirov | Teodor Atanasov | Tsvetozar Yordanov,1,present,2012-07-14,capturing,BG,Bacho Kiro,42.94716,25.43026,316,316,316,cave,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:876,Krasimir Kirov | Teodor Atanasov | Tsvetozar Yordanov,1,present,2012-07-14,capturing,BG,Bacho Kiro,42.94716,25.43026,316,316,316,cave,WGS84,Myotis nattereri,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:877,Krasimir Kirov | Teodor Kisimov,47,present,2012-02-21,roost observation,BG,Bacho Kiro,42.9471,25.43038,272,272,272,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:878,Krasimir Kirov | Teodor Kisimov,48,present,2012-02-21,roost observation,BG,Bacho Kiro,42.9471,25.43038,272,272,272,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:879,,32,present,2010-10-18,roost observation,BG,Bacho Kiro,42.94703,25.43023,330,330,330,cave,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:880,,2,present,2010-10-18,roost observation,BG,Bacho Kiro,42.94703,25.43023,330,330,330,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:884,,1,present,2010-12-16,capturing,BG,"Banishora, bl. 17, fl. 12",42.70988,23.3082,580,580,580,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:885,,1,present,1962-10-03,capturing,BG,Bankovitsa,43.17385,24.07822,250,250,250,cave,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:886,,4,present,1965-02-07,capturing,BG,Bankovitsa,43.17385,24.07822,250,250,250,cave,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:887,,2,present,1914-11-25,capturing,BG,Bansko,41.84124,23.48631,937,937,937,building,WGS84,Vespertilio murinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:888,Slaveya Stoicheva | Aneliya Pavlova,1,present,2011-09-14,capturing,BG,Banya,41.70185,24.50259,857,857,857,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:889,,1,present,2006-06-16,roost observation,BG,Banyan,41.62284,23.95363,848,848,848,cave,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:892,Rumyana Metcheva | Yordan Yankov,2,present,2012-09-30,roost observation,BG,Barn on the road from the town of Milanovo. Berkovitsa to Kom hut,43.20315,23.09517,883,883,883,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:893,Slaveya Stoicheva | Nia Toshkova,1,present,2012-10-03,capturing,BG,Barracks Vishteritzha,41.78515,23.78453,1431,1431,1431,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:894,Slaveya Stoicheva | Nia Toshkova,1,present,2012-10-03,capturing,BG,Barracks Vishteritzha,41.78515,23.78453,1431,1431,1431,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:895,Slaveya Stoicheva | Nia Toshkova,1,present,2012-10-03,capturing,BG,Barracks Vishteritzha,41.78515,23.78453,1431,1431,1431,building,WGS84,Plecotus auritus,sp.,ICZN
