kingdom,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,locality,decimalLatitude,decimalLongitude,minimumElevationInMeters,maximumElevationInMeters,verbatimElevation,locationRemarks,geodeticDatum,previousIdentifications,taxonRank,nomenclaturalCode
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:1,Boyan Petrov | Nia Toshkova | Vladimir Karadakov,7,present,2012-07-21,roost observation,BG,11th post Slivarovo,41.97197,27.66975,317,317,317,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:2,Boyan Petrov | Nia Toshkova | Vladimir Karadakov,4,present,2012-07-21,roost observation,BG,11th post Slivarovo,41.97197,27.66975,317,317,317,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:3,,2,present,2007-06-09,roost observation,BG,1st Border post above the village of. Gorni Yuruci,41.32806,25.90702,628,628,628,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:4,,1,present,2007-09-24,roost observation,BG,1st Border post above the village of. Gorni Yuruci,41.32806,25.90702,628,628,628,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:5,,2,present,2007-09-24,roost observation,BG,1st Border post above the village of. Gorni Yuruci,41.32806,25.90702,628,628,628,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:6,,1,present,1999-10-01,roost observation,BG,5 km SW above the Danube,43.80399,25.90481,15,15,15,river,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:7,Rumyana Metcheva | Yordan Yankov,1,present,2012-09-30,roost observation,BG,A shelter next to an inhabited roadside building,43.21011,23.09381,941,941,941,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:8,Boyan Petrov | Nia Toshkova,6,present,2012-08-15,roost observation,BG,Abandon and agricultural buildings,42.97687,27.6886,34,34,34,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:9,Boyan Petrov | Nia Toshkova,12,present,2012-08-15,roost observation,BG,Abandon military unit,42.99851,27.72046,15,15,15,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:10,Boyan Petrov | Nia Toshkova | Stoyan Goranov,400,present,2015-07-13,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:11,Boyan Petrov | Nia Toshkova | Stoyan Goranov,250,present,2015-07-13,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:12,Boyan Petrov | Nia Toshkova | Stoyan Goranov,100,present,2015-07-13,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:13,Boyan Petrov | Nia Toshkova | Stoyan Goranov,50,present,2015-07-13,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:14,Boyan Petrov | Nia Toshkova | Slaveya Stoycheva,650,present,2015-06-14,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:15,Boyan Petrov | Nia Toshkova | Slaveya Stoycheva,250,present,2015-06-14,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:16,Boyan Petrov | Nia Toshkova | Slaveya Stoycheva,20,present,2015-06-14,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:17,Boyan Petrov | Nia Toshkova | Slaveya Stoycheva,110,present,2015-06-14,roost observation,BG,Abandon mushroom farms next to Backovo HPP,41.96959,24.8629,345,345,345,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:18,Rumyana Metcheva | Yordan Yankov,3,present,2012-10-02,roost observation,BG,Abandonand buildings Elovica,43.3301,22.99896,320,320,320,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:19,Boyan Petrov | Nia Toshkova,2,present,2012-08-07,capturing,BG,Abandonand buildings of marble quarry w/r. Izvora,41.41414,23.55958,711,711,711,building,WGS84,Myotis aurascens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:20,,2,present,2006-07-10,roost observation,BG,Abandonand buildings of the Sofia Seminary,43.0973,23.60959,260,260,260,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:21,Rumyana Metcheva | Yordan Yankov,50,present,2012-10-02,roost observation,BG,Abandonand buildings on the spur to Glavanovtsi,43.32035,22.99473,338,338,338,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:22,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,8,present,2012-06-14,capturing,BG,Abandonand buildings to the lake. Kardzhali,41.7273,25.22491,344,344,344,building,WGS84,Myotis bechsteinii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:23,Krasimir Kirov,1,present,2012-10-17,roost observation,BG,Abandonand kindergarten and school,44.096237,27.063836,56,56,56,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:24,Krasimir Kirov,1,present,2012-10-17,roost observation,BG,Abandonand kindergarten and school,44.096237,27.063836,56,56,56,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:25,Slaveya Stoicheva,80,present,2012-07-14,roost observation,BG,Abandondi buildings from the farm yard,42.48262,24.58211,349,349,349,building,WGS84,Myotis emarginatus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:26,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:27,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:28,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:29,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:30,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:31,Slaveya Stoicheva | Stanimira Deleva | Nia Toshkova,1,present,2012-05-12,roost observation,BG,Abandondond houses,41.36268,26.08731,260,260,260,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:32,Krasimir Kirov,1,present,2012-09-17,roost observation,BG,Abandondond houses,43.16756,26.24947,396,396,396,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:33,Krasimir Kirov,1,present,2012-09-17,roost observation,BG,Abandondond houses,43.16756,26.24947,396,396,396,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:34,Krasimir Kirov,6,present,2012-09-18,roost observation,BG,Abandondond houses,43.20134,26.15052,402,402,402,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:35,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,3,present,2012-09-20,roost observation,BG,Abandondond houses,41.5715,25.04578,714,714,714,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:36,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-20,roost observation,BG,Abandondond houses,41.5715,25.04578,714,714,714,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:37,Krasimir Kirov,2,present,2012-09-20,roost observation,BG,Abandondond houses,43.33858,25.8277,275,275,275,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:38,Slaveya Stoicheva,1,present,2012-09-22,roost observation,BG,Abandondond houses,41.56664,25.71224,379,379,379,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:39,Krasimir Kirov | Teodor Atanasov | Tsvetozar Yordanov,10,present,2012-08-28,roost observation,BG,Abandondond houses,42.84702,26.00689,503,503,503,building,WGS84,Rhinolophus euryale,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:40,Krasimir Kirov,7,present,2012-08-29,roost observation,BG,Abandondond houses,42.902421,26.089919,504,504,504,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:41,Krasimir Kirov,16,present,2012-08-29,roost observation,BG,Abandondond houses,42.902421,26.089919,504,504,504,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:42,Rumyana Metcheva | Yordan Yankov | Michaela Nedyalkova,1,present,2012-05-20,capturing,BG,Abandondond houses,42.87595,24.42114,702,702,702,building,WGS84,Myotis aurascens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:43,Boyan Petrov | Nia Toshkova | Yana Krusteva,0,absent,2012-09-18,roost observation,BG,Abandondond houses,42.58565,23.33999,1054,1054,1054,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:44,Boyan Petrov | Nia Toshkova | Yana Krusteva,0,absent,2012-09-18,roost observation,BG,Abandondond houses,42.58565,23.33999,1054,1054,1054,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:45,Slaveya Stoicheva | Stanimira Deleva,2,present,2012-05-09,roost observation,BG,Abandondond houses,41.44579,25.85763,352,352,352,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:46,Slaveya Stoicheva | Stanimira Deleva,3,present,2012-05-09,roost observation,BG,Abandondond houses,41.44579,25.85763,352,352,352,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:47,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,7,present,2012-06-08,roost observation,BG,Abandondond houses,41.41915,26.05071,343,343,343,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:48,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,1,present,2012-06-08,roost observation,BG,Abandondond houses,41.41915,26.05071,343,343,343,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:49,Slaveya Stoicheva | Stanimira Deleva | Anelia Pavlova,1,present,2012-06-08,roost observation,BG,Abandondond houses,41.41915,26.05071,343,343,343,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:50,,5,present,1994-08-04,found dead,BG,Abandoned,41.46524,23.26895,100,100,100,tunnel,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:51,Slaveya Stoicheva | Stanimira Deleva | Ivan Prodanov,1,present,2011-07-31,roost observation,BG,Abandoned 4-storey building in the village - former school,42.09995,24.87989,178,178,178,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:52,Boyan Petrov | Nia Toshkova,1,present,2012-08-07,capturing,BG,Abandoned and buildings of marble quarry w/ x. Izvora,41.41414,23.55958,711,711,711,building,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:53,Antonia Hubancheva | Nia Toshkova | Blagovesta Pavlova,1,present,2012-10-01,roost observation,BG,"Abandoned bakery, s. Bryastovets",42.67159,27.46507,262,262,262,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:54,Antonia Hubancheva | Nia Toshkova | Blagovesta Pavlova,1,present,2012-10-01,roost observation,BG,"Abandoned bakery, with. Bryastovets",42.67159,27.46507,262,262,262,building,WGS84,Eptesicus serotinus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:55,Boyan Petrov | Nia Toshkova,1,present,2012-07-08,roost observation,BG,Abandoned barn,41.46718,23.71623,682,682,682,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:56,Boyan Petrov | Nia Toshkova,8,present,2012-06-03,roost observation,BG,Abandoned barns,43.24762,23.34835,290,290,290,other,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:57,Boyan Petrov | Nia Toshkova,1,present,2011-08-16,roost observation,BG,Abandoned barracks in the area of Vishteritsa,41.785,23.78478,1149,1149,1149,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:58,Antonia Hubancheva,1,present,2012-09-02,capturing,BG,Abandoned border post,42.56149,22.48029,1209,1209,1209,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:59,Boyan Petrov | Nia Toshkova,45,present,2011-08-01,roost observation,BG,Abandoned building,43.05744,26.82246,209,209,209,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:60,Slaveya Stoicheva | Nia Toshkova | Apostol Karaganchev,1,present,2012-10-06,capturing,BG,Abandoned building,41.9449,23.93935,988,988,988,building,WGS84,Pipistrellus pipistrellus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:61,Slaveya Stoicheva | Nia Toshkova | Apostol Karaganchev,1,present,2012-10-06,capturing,BG,Abandoned building,41.9449,23.93935,988,988,988,building,WGS84,Pipistrellus nathusii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:62,Rumyana Metcheva | Yordan Yankov | Sava Karov,1,present,2012-07-27,capturing,BG,Abandoned building,42.93766,24.45395,593,593,593,building,WGS84,Rhinolophus ferrumequinum,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:63,Rumyana Metcheva | Yordan Yankov | Sava Karov,1,present,2012-07-27,capturing,BG,Abandoned building,42.93766,24.45395,593,593,593,building,WGS84,Hypsugo savii,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:64,,32,present,2006-08-01,roost observation,BG,Abandoned building,43.18559,23.44813,584,584,584,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:65,Krasimir Kirov | Tsvetozar Yordanov,1,present,2012-07-05,roost observation,BG,Abandoned building,42.82051,24.5338,809,809,809,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:66,Slaveya Stoicheva | Teodor Atanasov,1,present,2012-08-08,capturing,BG,Abandoned building,42.14581,25.14779,135,135,135,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:67,Slaveya Stoicheva | Teodor Atanasov,1,present,2012-08-08,capturing,BG,Abandoned building,42.14581,25.14779,135,135,135,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:68,Slaveya Stoicheva | Teodor Atanasov,1,present,2012-08-08,capturing,BG,Abandoned building,42.14581,25.14779,135,135,135,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:69,Slaveya Stoicheva | Teodor Atanasov,1,present,2012-08-08,capturing,BG,Abandoned building,42.14581,25.14779,135,135,135,building,WGS84,Myotis cf aurascens,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:70,Slaveya Stoicheva | Teodor Atanasov,1,present,2012-08-08,capturing,BG,Abandoned building,42.14581,25.14779,135,135,135,building,WGS84,Plecotus austriacus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:71,,4,present,1996-06-10,roost observation,BG,Abandoned building,41.360139,25.98715,0,0,0,building,WGS84,Rhinolophus hipposideros,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:72,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-11,capturing,BG,Abandoned building,41.81462,23.90619,1266,1266,1266,building,WGS84,Plecotus auritus,sp.,ICZN
Animalia,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,Bulgarian Bat data,placeholder,Bulgarian Bat Society,Bat data of Bulgaria,HumanObservation,BG:BATDATA:73,Slaveya Stoicheva | Stanimira Deleva | Apostol Karaganchev,1,present,2012-09-11,capturing,BG,Abandoned building,41.81462,23.90619,1266,1266,1266,building,WGS84,Plecotus auritus,sp.,ICZN
