ID,date (DD/MM/YYYY),eventDate,"latitude (decimal degrees, YY.YYYYY)","longitude (decimal degrees, XX.XXXXX)",alt (m),site type,site name,species,development,male,female,juv,counts,method,notes,data owner 1,data owner 2,data owner 3,refference
BG:BATDATA:1,2012-07-21T00:00:00Z,2012-07-21,41.97197,27.66975,317,building,11th post Slivarovo,Rhinolophus hipposideros,,,1,3,7,roost observation,,Boyan Petrov,Nia Toshkova,Vladimir Karadakov,
BG:BATDATA:2,2012-07-21T00:00:00Z,2012-07-21,41.97197,27.66975,317,building,11th post Slivarovo,Rhinolophus ferrumequinum,,,,,4,roost observation,,Boyan Petrov,Nia Toshkova,Vladimir Karadakov,
BG:BATDATA:3,2007-09-06T00:00:00Z,2007-09-06,41.32806,25.90702,628,building,1st Border post above the village of. Gorni Yuruci,Rhinolophus hipposideros,,1,,,2,roost observation,,,,,
BG:BATDATA:4,2007-09-24T00:00:00Z,2007-09-24,41.32806,25.90702,628,building,1st Border post above the village of. Gorni Yuruci,Rhinolophus ferrumequinum,,0,,,1,roost observation,,,,,
BG:BATDATA:5,2007-09-24T00:00:00Z,2007-09-24,41.32806,25.90702,628,building,1st Border post above the village of. Gorni Yuruci,Rhinolophus hipposideros,,1,,,2,roost observation,,,,,
BG:BATDATA:6,1999-01-10T00:00:00Z,1999-01-10,43.80399,25.90481,15,river,5 km SW above the Danube,Pipistrellus nathusii,,,,,1,roost observation,,,,,
BG:BATDATA:7,2012-09-30T00:00:00Z,2012-09-30,43.21011,23.09381,941,building,A shelter next to an inhabited roadside building,Rhinolophus hipposideros,,,,,1,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:8,2012-08-15T00:00:00Z,2012-08-15,42.97687,27.6886,34,building,Abandon and agricultural buildings,Rhinolophus hipposideros,,,1,1,6,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:9,2012-08-15T00:00:00Z,2012-08-15,42.99851,27.72046,15,building,Abandon military unit,Rhinolophus hipposideros,,,,,12,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:10,2015-07-13T00:00:00Z,2015-07-13,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus ferrumequinum,,,,,400,roost observation,,Boyan Petrov,Nia Toshkova,Stoyan Goranov,
BG:BATDATA:11,2015-07-13T00:00:00Z,2015-07-13,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus euryale,,,,,250,roost observation,,Boyan Petrov,Nia Toshkova,Stoyan Goranov,
BG:BATDATA:12,2015-07-13T00:00:00Z,2015-07-13,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Myotis emarginatus,,,,,100,roost observation,,Boyan Petrov,Nia Toshkova,Stoyan Goranov,
BG:BATDATA:13,2015-07-13T00:00:00Z,2015-07-13,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus hipposideros,,,,,50,roost observation,,Boyan Petrov,Nia Toshkova,Stoyan Goranov,
BG:BATDATA:14,2015-06-14T00:00:00Z,2015-06-14,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus ferrumequinum,,,,,650,roost observation,,Boyan Petrov,Nia Toshkova,Slaveya Stoycheva,
BG:BATDATA:15,2015-06-14T00:00:00Z,2015-06-14,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus euryale,,,,,250,roost observation,,Boyan Petrov,Nia Toshkova,Slaveya Stoycheva,
BG:BATDATA:16,2015-06-14T00:00:00Z,2015-06-14,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Rhinolophus hipposideros,,,,,20,roost observation,,Boyan Petrov,Nia Toshkova,Slaveya Stoycheva,
BG:BATDATA:17,2015-06-14T00:00:00Z,2015-06-14,41.96959,24.8629,345,building,Abandon mushroom farms next to Backovo HPP,Myotis emarginatus,,,,,110,roost observation,,Boyan Petrov,Nia Toshkova,Slaveya Stoycheva,
BG:BATDATA:18,2012-02-10T00:00:00Z,2012-02-10,43.3301,22.99896,320,building,Abandonand buildings Elovica,Rhinolophus hipposideros,,,,,3,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:19,2012-07-08T00:00:00Z,2012-07-08,41.41414,23.55958,711,building,Abandonand buildings of marble quarry w/r. Izvora,Myotis aurascens,,1,,,2,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:20,2006-10-07T00:00:00Z,2006-10-07,43.0973,23.60959,260,building,Abandonand buildings of the Sofia Seminary,Rhinolophus hipposideros,,0,,,2,roost observation,,,,,
BG:BATDATA:21,2012-02-10T00:00:00Z,2012-02-10,43.32035,22.99473,338,building,Abandonand buildings on the spur to Glavanovtsi,Rhinolophus hipposideros,,,,,50,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:22,2012-06-14T00:00:00Z,2012-06-14,41.7273,25.22491,344,building,Abandonand buildings to the lake. Kardzhali,Myotis bechsteinii,,,7,1,8,capturing,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:23,2012-10-17T00:00:00Z,2012-10-17,44.096237,27.063836,56,building,Abandonand kindergarten and school,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:24,2012-10-17T00:00:00Z,2012-10-17,44.096237,27.063836,56,building,Abandonand kindergarten and school,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:25,2012-07-14T00:00:00Z,2012-07-14,42.48262,24.58211,349,building,Abandondi buildings from the farm yard,Myotis emarginatus,,,,,80,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:26,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:27,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:28,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:29,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Rhinolophus hipposideros,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:30,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:31,2012-12-05T00:00:00Z,2012-12-05,41.36268,26.08731,260,building,Abandondond houses,Hypsugo savii,,1,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Nia Toshkova,
BG:BATDATA:32,2012-09-17T00:00:00Z,2012-09-17,43.16756,26.24947,396,building,Abandondond houses,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:33,2012-09-17T00:00:00Z,2012-09-17,43.16756,26.24947,396,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:34,2012-09-18T00:00:00Z,2012-09-18,43.20134,26.15052,402,building,Abandondond houses,Rhinolophus hipposideros,,,,,6,roost observation,,Krasimir Kirov,,,
BG:BATDATA:35,2012-09-20T00:00:00Z,2012-09-20,41.5715,25.04578,714,building,Abandondond houses,Rhinolophus hipposideros,,,,,3,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:36,2012-09-20T00:00:00Z,2012-09-20,41.5715,25.04578,714,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:37,2012-09-20T00:00:00Z,2012-09-20,43.33858,25.8277,275,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,2,roost observation,,Krasimir Kirov,,,
BG:BATDATA:38,2012-09-22T00:00:00Z,2012-09-22,41.56664,25.71224,379,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,,,
BG:BATDATA:39,2012-08-28T00:00:00Z,2012-08-28,42.84702,26.00689,503,building,Abandondond houses,Rhinolophus euryale,,,,,10,roost observation,,Krasimir Kirov,Teodor Atanasov,Tsvetozar Yordanov,
BG:BATDATA:40,2012-08-29T00:00:00Z,2012-08-29,42.902421,26.089919,504,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,7,roost observation,,Krasimir Kirov,,,
BG:BATDATA:41,2012-08-29T00:00:00Z,2012-08-29,42.902421,26.089919,504,building,Abandondond houses,Rhinolophus hipposideros,,,,,16,roost observation,,Krasimir Kirov,,,
BG:BATDATA:42,2012-05-20T00:00:00Z,2012-05-20,42.87595,24.42114,702,building,Abandondond houses,Myotis aurascens,,1,,,1,capturing,,Rumyana Metcheva,Yordan Yankov,Michaela Nedyalkova,
BG:BATDATA:43,2012-09-18T00:00:00Z,2012-09-18,42.58565,23.33999,1054,building,Abandondond houses,Rhinolophus hipposideros,,,,,0,roost observation,,Boyan Petrov,Nia Toshkova,Yana Krusteva,
BG:BATDATA:44,2012-09-18T00:00:00Z,2012-09-18,42.58565,23.33999,1054,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,0,roost observation,,Boyan Petrov,Nia Toshkova,Yana Krusteva,
BG:BATDATA:45,2012-09-05T00:00:00Z,2012-09-05,41.44579,25.85763,352,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,2,roost observation,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:46,2012-09-05T00:00:00Z,2012-09-05,41.44579,25.85763,352,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,3,roost observation,,Slaveya Stoicheva,Stanimira Deleva,,
BG:BATDATA:47,2012-08-06T00:00:00Z,2012-08-06,41.41915,26.05071,343,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,7,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:48,2012-08-06T00:00:00Z,2012-08-06,41.41915,26.05071,343,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:49,2012-08-06T00:00:00Z,2012-08-06,41.41915,26.05071,343,building,Abandondond houses,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:50,1994-04-08T00:00:00Z,1994-04-08,41.46524,23.26895,100,tunnel,Abandoned ,Hypsugo savii,,2,3,,5,found dead,,,,,
BG:BATDATA:51,2011-07-31T00:00:00Z,2011-07-31,42.09995,24.87989,178,building,Abandoned 4-storey building in the village - former school,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Ivan Prodanov,
BG:BATDATA:52,2012-07-08T00:00:00Z,2012-07-08,41.41414,23.55958,711,building,Abandoned and buildings of marble quarry w/ x. Izvora,Eptesicus serotinus,,1,,,1,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:53,2012-01-10T00:00:00Z,2012-01-10,42.67159,27.46507,262,building,"Abandoned bakery, s. Bryastovets",Hypsugo savii,,,,,1,roost observation,,Antonia Hubancheva,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:54,2012-01-10T00:00:00Z,2012-01-10,42.67159,27.46507,262,building,"Abandoned bakery, with. Bryastovets",Eptesicus serotinus,,,,,1,roost observation,,Antonia Hubancheva,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:55,2012-08-07T00:00:00Z,2012-08-07,41.46718,23.71623,682,building,Abandoned barn,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:56,2012-03-06T00:00:00Z,2012-03-06,43.24762,23.34835,290,other,Abandoned barns,Rhinolophus hipposideros,,,,,8,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:57,2011-08-16T00:00:00Z,2011-08-16,41.785,23.78478,1149,building,Abandoned barracks in the area of Vishteritsa,Plecotus auritus,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:58,2012-02-09T00:00:00Z,2012-02-09,42.56149,22.48029,1209,building,Abandoned border post,Hypsugo savii,,1,,,1,capturing,,Antonia Hubancheva,,,
BG:BATDATA:59,2011-01-08T00:00:00Z,2011-01-08,43.05744,26.82246,209,building,Abandoned building,Rhinolophus hipposideros,,,20,20,45,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:60,2012-06-10T00:00:00Z,2012-06-10,41.9449,23.93935,988,building,Abandoned building,Pipistrellus pipistrellus,,1,,,1,capturing,,Slaveya Stoicheva,Nia Toshkova,Apostol Karaganchev,
BG:BATDATA:61,2012-06-10T00:00:00Z,2012-06-10,41.9449,23.93935,988,building,Abandoned building,Pipistrellus nathusii,,,1,,1,capturing,,Slaveya Stoicheva,Nia Toshkova,Apostol Karaganchev,
BG:BATDATA:62,2012-07-27T00:00:00Z,2012-07-27,42.93766,24.45395,593,building,Abandoned building,Rhinolophus ferrumequinum,,1,,,1,capturing,,Rumyana Metcheva,Yordan Yankov,Sava Karov,
BG:BATDATA:63,2012-07-27T00:00:00Z,2012-07-27,42.93766,24.45395,593,building,Abandoned building,Hypsugo savii,,,1,,1,capturing,,Rumyana Metcheva,Yordan Yankov,Sava Karov,
BG:BATDATA:64,2006-01-08T00:00:00Z,2006-01-08,43.18559,23.44813,584,building,Abandoned building,Rhinolophus hipposideros,,0,6,,32,roost observation,,,,,
BG:BATDATA:65,2012-05-07T00:00:00Z,2012-05-07,42.82051,24.5338,809,building,Abandoned building,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,Tsvetozar Yordanov,
BG:BATDATA:66,2012-08-08T00:00:00Z,2012-08-08,42.14581,25.14779,135,building,Abandoned building,Plecotus austriacus,,,1,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:67,2012-08-08T00:00:00Z,2012-08-08,42.14581,25.14779,135,building,Abandoned building,Plecotus austriacus,,1,,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:68,2012-08-08T00:00:00Z,2012-08-08,42.14581,25.14779,135,building,Abandoned building,Plecotus austriacus,,,1,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:69,2012-08-08T00:00:00Z,2012-08-08,42.14581,25.14779,135,building,Abandoned building,Myotis cf aurascens,,1,,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:70,2012-08-08T00:00:00Z,2012-08-08,42.14581,25.14779,135,building,Abandoned building,Plecotus austriacus,,,1,,1,capturing,,Slaveya Stoicheva,Teodor Atanasov,,
BG:BATDATA:71,1996-10-06T00:00:00Z,1996-10-06,41.360139,25.98715,0,building,Abandoned building,Rhinolophus hipposideros,,0,,,4,roost observation,,,,,
BG:BATDATA:72,2012-11-09T00:00:00Z,2012-11-09,41.81462,23.90619,1266,building,Abandoned building,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:73,2012-11-09T00:00:00Z,2012-11-09,41.81462,23.90619,1266,building,Abandoned building,Plecotus auritus,,,1,,1,capturing,,Slaveya Stoicheva,Stanimira Deleva,Apostol Karaganchev,
BG:BATDATA:74,2011-08-15T00:00:00Z,2011-08-15,42.69811,26.6482,,building,Abandoned building,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,Lyubomir Yankov,,
BG:BATDATA:75,2012-09-16T00:00:00Z,2012-09-16,42.99148,25.51512,231,building,Abandoned building,Rhinolophus ferrumequinum,,,,,7,roost observation,,Krasimir Kirov,,,
BG:BATDATA:76,1998-06-17T00:00:00Z,1998-06-17,41.421115,26.051072,0,building,Abandoned building,Rhinolophus ferrumequinum,,0,,,1,roost observation,,,,,
BG:BATDATA:77,2012-06-23T00:00:00Z,2012-06-23,42.23231,23.9672,390,building,Abandoned building,Rhinolophus hipposideros,,,,,30,roost observation,,Antonia Hubancheva,Nia Toshkova,Sava Karov,
BG:BATDATA:78,2012-07-27T00:00:00Z,2012-07-27,43.01553,24.50757,530,building,Abandoned building,Rhinolophus hipposideros,,,,,4,roost observation,,Rumyana Metcheva,Yordan Yankov,Sava Karov,
BG:BATDATA:79,2012-07-27T00:00:00Z,2012-07-27,43.01553,24.50757,530,building,Abandoned building,Rhinolophus hipposideros,,,,,11,roost observation,,Rumyana Metcheva,Yordan Yankov,Sava Karov,
BG:BATDATA:80,2011-01-08T00:00:00Z,2011-01-08,43.13469,26.80866,124,building,Abandoned building,Rhinolophus hipposideros,,4,5,5,14,capturing,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:81,2011-01-08T00:00:00Z,2011-01-08,43.13469,26.80866,124,building,Abandoned building,Myotis emarginatus,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:82,2011-01-08T00:00:00Z,2011-01-08,43.13469,26.80866,124,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:83,2012-07-21T00:00:00Z,2012-07-21,42.14259,22.97436,698,building,Abandoned building,Rhinolophus hipposideros,,,4,4,10,roost observation,,Antonia Hubancheva,Ivailo Boyadzhiev,,
BG:BATDATA:84,2012-10-17T00:00:00Z,2012-10-17,43.877917,27.222927,250,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:85,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Pipistrellus nathusii,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:86,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Pipistrellus nathusii,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:87,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Pipistrellus nathusii,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:88,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Plecotus austriacus,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:89,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Pipistrellus nathusii,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:90,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Plecotus austriacus,,1,,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:91,2012-08-18T00:00:00Z,2012-08-18,44.03489,26.51732,16,building,Abandoned building,Pipistrellus nathusii,,,1,,1,capturing,,Krasimir Kirov,Teodor Atanasov,Veselin Petrov,
BG:BATDATA:92,2012-09-18T00:00:00Z,2012-09-18,43.20299,26.18538,422,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:93,2012-09-18T00:00:00Z,2012-09-18,43.20299,26.18538,422,building,Abandoned building,Rhinolophus hipposideros,,,,,1,roost observation,,Krasimir Kirov,,,
BG:BATDATA:94,2012-02-10T00:00:00Z,2012-02-10,43.26073,23.03561,492,building,Abandoned building,Rhinolophus hipposideros,,,,,18,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:95,2012-02-10T00:00:00Z,2012-02-10,43.24224,22.96209,590,building,Abandoned building,Rhinolophus hipposideros,,,,,7,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:96,2012-02-10T00:00:00Z,2012-02-10,43.24224,22.96209,590,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:97,2012-02-10T00:00:00Z,2012-02-10,43.2425,22.96184,586,building,Abandoned building,Rhinolophus hipposideros,,,,,3,roost observation,,Rumyana Metcheva,Yordan Yankov,,
BG:BATDATA:98,2012-07-06T00:00:00Z,2012-07-06,41.47864,25.9484,505,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Slaveya Stoicheva,Stanimira Deleva,Anelia Pavlova,
BG:BATDATA:99,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Myotis myotis/blythii,adult,,,,1,roost observation,,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706238
BG:BATDATA:100,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Plecotus austriacus,adult,,,,1,roost observation,,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706233
BG:BATDATA:101,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Myotis myotis/blythii,adult,,,,2,roost observation,,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706227
BG:BATDATA:102,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Myotis myotis/blythii,adult,,,,1,roost observation,,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706225
BG:BATDATA:103,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Myotis myotis/blythii,adult,,,,1,roost observation,,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706221
BG:BATDATA:104,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Rhinolophus ferrumequinum,adult,,,,1,roost observation,Basement,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706218
BG:BATDATA:105,2023-09-22T22:00:00Z,2023-09-23,41.869087,25.285507,491,Abandoned building,Abandoned building,Rhinolophus ferrumequinum,adult,,,,1,roost observation,Basement,Stanimira Deleva,Atanas Dechev,Steven Mumford,https://www.inaturalist.org/observations/184706216
BG:BATDATA:106,2011-09-27T00:00:00Z,2011-09-27,42.77133,25.40925,741,building,Abandoned building - by the r. Yantra,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:107,2012-09-28T00:00:00Z,2012-09-28,42.78467,26.53358,392,building,"Abandoned building ""Pri Bai Ivan""",Rhinolophus hipposideros,,,,,1,roost observation,,Antonia Hubancheva,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:108,2012-09-28T00:00:00Z,2012-09-28,42.78467,26.53358,392,building,"Abandoned building ""Pri Bai Ivan""",Rhinolophus hipposideros,,,,,1,roost observation,,Antonia Hubancheva,Nia Toshkova,Blagovesta Pavlova,
BG:BATDATA:109,2012-08-13T00:00:00Z,2012-08-13,42.38002,25.19709,293,building,Abandoned building (former bath/pumping station),Barbastella barbastellus,,1,,,1,capturing,,Slaveya Stoicheva,,,
BG:BATDATA:110,2012-07-06T00:00:00Z,2012-07-06,42.49367,22.74971,583,building,Abandoned building 1,Myotis cf aurascens,,1,,,1,capturing,,Boyan Petrov,Nia Toshkova,Violeta Zhelyazkova,
BG:BATDATA:111,2012-08-08T00:00:00Z,2012-08-08,42.595,23.50604,,building,Abandoned building above the base of the BRC,Rhinolophus hipposideros,,,,,50,roost observation,,Antonia Hubancheva,Nia Toshkova,,
BG:BATDATA:112,2012-05-06T00:00:00Z,2012-05-06,43.8862,22.74861,92,building,Abandoned building around ''Bojuritsa'' hut,Rhinolophus ferrumequinum,,,,,1,roost observation,,Stoyan Goranov,Violeta Zhelyazkova,,
BG:BATDATA:113,2012-05-06T00:00:00Z,2012-05-06,43.8862,22.74861,92,building,Abandoned building around ''Bojuritsa'' hut,Rhinolophus hipposideros,,,,,3,roost observation,,Stoyan Goranov,Violeta Zhelyazkova,,
BG:BATDATA:114,2012-02-07T00:00:00Z,2012-02-07,42.25005,23.80567,822,building,Abandoned building at GS Kostenets,Rhinolophus hipposideros,,,,,20,roost observation,,Antonia Hubancheva,Violeta Zhelyazkova,,
BG:BATDATA:115,2012-06-09T00:00:00Z,2012-06-09,42.65669,23.23027,750,building,Abandoned building at Mechkul village,Rhinolophus ferrumequinum,,,,,30,roost observation,,Boyan Petrov,Nia Toshkova,,
BG:BATDATA:116,2011-08-31T00:00:00Z,2011-08-31,43.44835,22.72661,620,building,Abandoned building at Military plant Videx,Rhinolophus hipposideros,,,,,1,roost observation,,Boyan Petrov,Nia Toshkova,Vasil Karayonchev,
BG:BATDATA:117,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Hypsugo savii,,,1,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:118,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Hypsugo savii,,1,,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:119,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Hypsugo savii,,1,,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:120,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Myotis blythii,,1,,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:121,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Myotis emarginatus,,1,,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:122,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Plecotus auritus,,1,,,1,capturing,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:123,2011-09-14T00:00:00Z,2011-09-14,41.70243,24.50304,905,building,Abandoned building at the crossroads to the village of Breze,Hypsugo savii,,,,,1,roost observation,,Slaveya Stoicheva,Aneliya Pavlova,,
BG:BATDATA:124,2001-08-05T00:00:00Z,2001-08-05,41.972321,26.00315,0,building,Abandoned building at the crossroads to the village of Kolarovo,Myotis blythii,,1,,,2,roost observation,,,,,
BG:BATDATA:125,2001-08-05T00:00:00Z,2001-08-05,41.972321,26.00315,0,building,Abandoned building at the crossroads to the village of Kolarovo,Pipistrellus nathusii,,1,,,2,roost observation,,,,,
BG:BATDATA:126,2001-08-05T00:00:00Z,2001-08-05,41.972321,26.00315,0,building,Abandoned building at the crossroads to the village of Kolarovo,Pipistrellus pipistrellus,,1,,,3,roost observation,,,,,
BG:BATDATA:127,2001-08-05T00:00:00Z,2001-08-05,41.972321,26.00315,0,building,Abandoned building at the crossroads to the village of Kolarovo,Plecotus austriacus,,0,,,1,roost observation,,,,,
BG:BATDATA:128,2001-08-05T00:00:00Z,2001-08-05,41.972321,26.00315,0,building,Abandoned building at the crossroads to the village of Kolarovo,Rhinolophus ferrumequinum,,0,,,5,roost observation,,,,,
