ID,date (DD/MM/YYYY),eventDate,"latitude (decimal degrees, YY.YYYYY)","longitude (decimal degrees, XX.XXXXX)",alt (m),site type,site name,species,development,male,female,juv,counts,method,notes,data owner 1,data owner 2,data owner 3,refference
BG:BATDATA:11208,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Myotis myotis,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11209,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11210,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11211,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11212,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11213,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11214,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11215,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11216,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11217,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11218,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Myotis myotis,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11219,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11220,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11221,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11222,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11223,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Myotis blythii,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11224,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11225,2022-05-27T22:00:00Z,2022-05-28,43.2336,24.8854,133,cave,Devetashkata Peshtera,Nuctalus noctula,,1,,,,capturing,,Nia Toshkova,,,COST-project
BG:BATDATA:11226,2012-05-22T22:00:00Z,2012-05-23,42.78216,25.2314,973,cave,"Peshtera ""Pri Suhiyat vodopad""",Myotis myotis/blythii,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11227,2012-05-23T22:00:00Z,2012-05-24,42.76171,25.2379,1191,cave,Peshtera 1 Uzana,Rhinolophus ferrumequinum,,,,,1,костни останки,,Elena Stoeva,,,
BG:BATDATA:11228,2012-05-25T22:00:00Z,2012-05-26,42.806,25.22389,579,river,,Pipistrellus pygmaeus ,,,,,80,roost observation,,Elena Stoeva,,,
BG:BATDATA:11229,2012-05-26T22:00:00Z,2012-05-27,42.79303,25.29964,583,building,,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11230,2012-06-23T22:00:00Z,2012-06-24,42.79952,25.57344,583,cave,Peshtera Chuchura,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11231,2012-06-23T22:00:00Z,2012-06-24,42.80703,25.58759,658,building,,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11232,2012-06-23T22:00:00Z,2012-06-24,42.80677,25.58782,657,building,,Rhinolophus hipposideros,,,,,,roost observation,,Elena Stoeva,,,
BG:BATDATA:11233,2012-06-23T22:00:00Z,2012-06-24,42.80592,25.58718,650,building,,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11234,2012-06-23T22:00:00Z,2012-06-24,42.80274,25.57858,559,cave,Suhata Peshtera (Kiliite),Rhinolophus sp. ,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11235,2012-06-23T22:00:00Z,2012-06-24,42.78395,25.46107,694,building,Abandoned building,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11236,2012-06-23T22:00:00Z,2012-06-24,42.78395,25.46107,,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11237,2012-06-23T22:00:00Z,2012-06-24,42.77,25.55072,879,building,,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11238,2012-07-11T22:00:00Z,2012-07-12,42.79252,25.33584,714,building,Abandoned building,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11239,2012-07-11T22:00:00Z,2012-07-12,42.77064,25.4054,804,building,Abandoned hut,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11240,2012-07-11T22:00:00Z,2012-07-12,42.77064,25.4054,,building,Abandoned hut,Rhinolophus hipposideros,,,,,10,roost observation,,Elena Stoeva,,,
BG:BATDATA:11241,2012-07-12T22:00:00Z,2012-07-13,42.77128,25.40915,763,building,Abandoned building,Rhinolophus hipposideros,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11242,2012-07-12T22:00:00Z,2012-07-13,42.75188,25.41659,936,river,Yantra river,Myotis sp. (Myotis mystacinus group) ,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11243,2012-07-13T22:00:00Z,2012-07-14,42.74012,25.3965,1308,cave,Peshtera Buzludzha,Hypsugo savii ,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11244,2012-07-13T22:00:00Z,2012-07-14,42.74012,25.3965,,cave,Peshtera Buzludzha,Еptesicus serotinus,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11245,2012-07-13T22:00:00Z,2012-07-14,42.74012,25.3965,,cave,Peshtera Buzludzha,"
Myotis emarginatus 
",,,,,2,capturing,,Elena Stoeva,,,
BG:BATDATA:11246,2012-07-14T22:00:00Z,2012-07-15,42.74251,,1265,cave,Peshtera Duhaloto,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11247,2012-08-07T22:00:00Z,2012-08-08,42.80822,25.3519,508,,,Myotis daubentonii ,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11248,2012-08-08T22:00:00Z,2012-08-09,42.782,25.39186,664,,,Myotis daubentonii ,,,,,2,capturing,,Elena Stoeva,,,
BG:BATDATA:11249,,,42.782,25.39186,,,,Myotis sp. (Myotis mystacinus group) ,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11250,2012-08-08T22:00:00Z,2012-08-09,42.75403,25.35897,949,cave,Peshtera Ezeroto 4,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11251,2012-08-27T22:00:00Z,2012-08-28,42.77918,25.23215,,cave,Mechata nisha,Еptesicus serotinus,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11252,2012-08-27T22:00:00Z,2012-08-28,42.77918,25.23215,,cave,Mechata nisha,Hypsugo savii,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11253,2012-08-27T22:00:00Z,2012-08-28,42.77918,25.23215,,cave,Mechata nisha," 
Plecotus auritus
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11254,2012-08-27T22:00:00Z,2012-08-28,42.77918,25.23215,,cave,Mechata nisha,"
Myotis bechsteinii ",,,,,2,capturing,,Elena Stoeva,,,
BG:BATDATA:11255,2012-08-27T22:00:00Z,2012-08-28,42.77918,25.23215,,cave,Mechata nisha,Rhinolophus ferrumequinum,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11256,2012-08-28T22:00:00Z,2012-08-29,42.78539,25.40637,803,building,,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11257,2012-08-28T22:00:00Z,2012-08-29,42.78539,25.40637,803,building,,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11258,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ," 
Plecotus auritus
",,,,,8,capturing,,Elena Stoeva,,,
BG:BATDATA:11259,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,Myotis daubentonii ,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11260,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,Myotis nattereri,,,,,3,capturing,,Elena Stoeva,,,
BG:BATDATA:11261,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,"
Myotis emarginatus 
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11262,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,"
Myotis bechsteinii ",,,,,4,capturing,,Elena Stoeva,,,
BG:BATDATA:11263,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,Rhinolophus ferrumequinum,,,,,8,capturing,,Elena Stoeva,,,
BG:BATDATA:11264,2012-08-30T22:00:00Z,2012-08-31,42.78155,25.24904,908,cave,Peshtera Ochite," 
Plecotus auritus
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11265,2012-08-30T22:00:00Z,2012-08-31,42.78155,25.24904,908,cave,Peshtera Ochite,"
Myotis myotis/blythii ",,,,,2,capturing,,Elena Stoeva,,,
BG:BATDATA:11266,2012-08-30T22:00:00Z,2012-08-31,42.78155,25.24904,908,cave,Peshtera Ochite,Rhinolophus ferrumequinum,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11267,2012-08-30T22:00:00Z,2012-08-31,42.78155,25.24904,908,cave,Peshtera Ochite,Rhinolophus hipposideros,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11268,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,Barbastella barbastellus,,,,,9,capturing,,Elena Stoeva,,,
BG:BATDATA:11269,2012-08-29T22:00:00Z,2012-08-30,42.77362,25.25665,,cave,Prohodnata Peshtera ,Myotis myotis/blythii,,,,,4,capturing,,Elena Stoeva,,,
BG:BATDATA:11270,2012-09-06T18:29:48Z,2012-09-06,42.75496,25.36061,927,cave,Peshtera Ezeroto 2 ," 
Plecotus auritus
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11271,2012-09-06T18:29:48Z,2012-09-06,42.75496,25.36061,,cave,Peshtera Ezeroto 2 ,Barbastella barbastellus,,,,,5,capturing,,Elena Stoeva,,,
BG:BATDATA:11272,2012-09-06T18:29:48Z,2012-09-06,42.75496,25.36061,,cave,Peshtera Ezeroto 2 ,"
Myotis bechsteinii ",,,,,3,capturing,,Elena Stoeva,,,
BG:BATDATA:11273,2012-09-05T22:00:00Z,2012-09-06,42.75403,25.35897,949,cave,Peshtera Ezeroto 4,Rhinolophus hipposideros,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11274,2012-09-05T22:00:00Z,2012-09-06,42.75403,25.35897,949,cave,Peshtera Ezeroto 4,Rhinolophus hipposideros,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11275,2012-09-07T18:29:48Z,2012-09-07,42.75492,25.36056,913,cave,Pеshtera Ezeroto 2," 
Plecotus auritus
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11276,2012-09-07T18:29:48Z,2012-09-07,42.75492,25.36056,,cave,Peshtera Ezeroto 2 ,Barbastella barbastellus,,,,,8,capturing,,Elena Stoeva,,,
BG:BATDATA:11277,2012-09-07T18:29:48Z,2012-09-07,42.75492,25.36056,,cave,Peshtera Ezeroto 2 ,"
Myotis bechsteinii ",,,,,5,capturing,,Elena Stoeva,,,
BG:BATDATA:11278,2012-09-07T18:29:48Z,2012-09-07,42.75492,25.36056,,cave,Peshtera Ezeroto 2 ,Rhinolophus hipposideros,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11279,2012-09-07T18:29:48Z,2012-09-07,42.75784,25.3252,1129,cave,Pestera Kokalana,Rhinolophus ferrumequinum,,,,,9,capturing,,Elena Stoeva,,,
BG:BATDATA:11280,2012-09-07T18:29:48Z,2012-09-07,42.75784,25.3252,,cave,Pestera Kokalana,Rhinolophus hipposideros,,,,,3,capturing,,Elena Stoeva,,,
BG:BATDATA:11281,2012-09-07T18:29:48Z,2012-09-07,42.75784,25.3252,,cave,Pestera Kokalana,"
Myotis bechsteinii ",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11282,2012-09-07T18:29:48Z,2012-09-07,42.75784,25.3252,,cave,Pestera Kokalana,"
Myotis emarginatus 
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11283,2012-09-07T18:29:48Z,2012-09-07,42.75407,25.35898,963,cave,Peshtera Ezeroto 4,Rhinolophus ferrumequinum,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11284,2012-09-07T18:29:48Z,2012-09-07,42.75407,25.35898,,cave,Peshtera Ezeroto 4,Rhinolophus hipposideros,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11285,2012-09-07T22:00:00Z,2012-09-08,42.76578,25.49485,1028,cave,Pestera Kokalana,Rhinolophus ferrumequinum,,,,,9,capturing,,Elena Stoeva,,,
BG:BATDATA:11286,2012-09-07T22:00:00Z,2012-09-08,42.76578,25.49485,,cave,Pestera Kokalana,Rhinolophus hipposideros,,,,,3,capturing,,Elena Stoeva,,,
BG:BATDATA:11287,2012-09-07T22:00:00Z,2012-09-08,42.76578,25.49485,,cave,Pestera Kokalana,"
Myotis bechsteinii ",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11288,2012-09-07T22:00:00Z,2012-09-08,42.76578,25.49485,,cave,Pestera Kokalana,"
Myotis emarginatus 
",,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11289,2012-09-09T12:08:21Z,2012-09-09,42.81554,25.54809,534,building,abandoned building,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11290,2012-09-09T12:08:21Z,2012-09-09,42.80505,25.57726,567,cave,Mechata Peshtera,Rhinolophus ferrumequinum,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11291,2012-09-09T12:08:21Z,2012-09-09,42.80505,25.57726,,cave,Mechata Peshtera,Rhinolophus hipposideros,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11292,2012-09-09T12:08:21Z,2012-09-09,42.80505,25.57726,,cave,Mechata Peshtera,Barbastella barbastellus,,,,,5,capturing,,Elena Stoeva,,,
BG:BATDATA:11293,2013-02-19T23:00:00Z,2013-02-20,42.75407,25.35898,963,cave,Peshtera Ezeroto 4,Rhinolophus hipposideros,,,,,20,capturing,,Elena Stoeva,,,
BG:BATDATA:11294,2013-02-19T23:00:00Z,2013-02-20,42.75407,25.35898,,cave,Peshtera Ezeroto 4,"
Myotis cf daubentonii 
",,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11295,2013-02-20T23:00:00Z,2013-02-21,42.80505,25.57726,567,cave,Mechata Peshtera,Rhinolophus hipposideros,,,,,10,capturing,,Elena Stoeva,,,
BG:BATDATA:11296,2013-02-20T23:00:00Z,2013-02-21,42.79952,25.57344,537,cave,Peshtera Chuchura,Rhinolophus hipposideros,,,,,3,roost observation,,Elena Stoeva,,,
BG:BATDATA:11297,2013-02-20T23:00:00Z,2013-02-21,42.80236,25.57802,559,cave,Mokrata (Vodnata) Peshtera,Rhinolophus hipposideros,,,,,3,roost observation,,Elena Stoeva,,,
BG:BATDATA:11298,2013-02-20T23:00:00Z,2013-02-21,42.80274,25.57858,559,cave,Suhata Peshtera (Kiliite),Rhinolophus hipposideros,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11299,2013-02-20T23:00:00Z,2013-02-21,42.80223,25.57781,556 метра,cave,,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11300,2013-04-22T22:00:00Z,2013-04-23,42.45673,25 24.940,850,cave,Kucheshkite Dupki,Rhinolophus hipposideros,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11301,2013-04-22T22:00:00Z,2013-04-23,42.45673,24.490,850,cave,Kucheshkite Dupki,Rhinolophus hipposideros,,,,,4,capturing,,Elena Stoeva,,,
BG:BATDATA:11302,2013-04-23T22:00:00Z,2013-04-24,42.80505,25.57726,567,cave,Mechata Peshtera,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11303,2013-04-23T22:00:00Z,2013-04-24,42.80505,25.57726,,cave,Mechata Peshtera,Rhinolophus ferrumequinum,,,,,1,,,Elena Stoeva,,,
BG:BATDATA:11304,2013-04-23T22:00:00Z,2013-04-24,42.80236,25.57802,559,cave,Mokrata (Vodnata) Peshtera,Rhinolophus ferrumequinum,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11305,2013-04-23T22:00:00Z,2013-04-24,42.80274,25.57858,559,cave,Suhata Peshtera (Kiliite),Rhinolophus hipposideros,,,,,2,roost observation,,Elena Stoeva,,,
BG:BATDATA:11306,2013-05-08T22:00:00Z,2013-05-09,42.79405,25.25895,,tree,,Еptesicus serotinus,,,,,1,capturing,,Elena Stoeva,,,
BG:BATDATA:11307,2013-05-08T22:00:00Z,2013-05-09,42.78585,25.25313,,cave,Zadunenoto stene,Rhinolophus hipposideros,,,,,1,roost observation,,Elena Stoeva,,,
BG:BATDATA:11308,2013-05-09T22:00:00Z,2013-05-10,42.78271,25.23142,,cave,nameless cave,Rhinolophus ferrumequinum,,,,,3,roost observation,,Elena Stoeva,,,
BG:BATDATA:11309,2013-01-24T23:00:00Z,2013-01-25,42.76578,25.49485,,cave,Pestera Kokalana,Rhinolophus hipposideros,,,,,21,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11310,2013-01-24T23:00:00Z,2013-01-25,42.76578,25.49485,,cave,Pestera Kokalana,Myotis myotis/blythii,,,,,2,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11311,2013-01-24T23:00:00Z,2013-01-25,42.76578,25.49485,,cave,Pestera Kokalana,Rhinolophus ferrumequinum,,,,,14,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11312,2013-01-24T23:00:00Z,2013-01-25,42.76578,25.49485,,cave,Pestera Kokalana,Plecotus sp. ,,,,,1,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11313,2013-01-24T23:00:00Z,2013-01-25,42.76578,25.49485,,cave,Pestera Kokalana,Myotis mystacinus group ,,,,,4,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11314,2013-01-25T23:00:00Z,2013-01-26,42.77362,25.25665,,cave,Prohodnata Peshtera ,Myotis emarginatus ,,,,,1,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11315,2013-01-25T23:00:00Z,2013-01-26,42.78155,25.24904,908,cave,Peshtera Ochite,Rhinolophus hipposideros,,,,,5,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11316,2013-01-26T23:00:00Z,2013-01-27,42.78216,25.2314,973,cave,"Peshtera ""Pri Suhiyat vodopad""",Rhinolophus hipposideros,,,,,6,roost observation,,Lyubomir Yankov,,,
BG:BATDATA:11317,2012-07-25T22:00:00Z,2012-07-26,42.77362,25.25665,966,cave,Prohodnata Peshtera,Rhinolophus ferrumequinum,,,,,2,capturing,,,,,NATURA 2000 project
BG:BATDATA:11318,2012-07-25T22:00:00Z,2012-07-26,42.77362,25.25665,966,cave,Prohodnata Peshtera,"
Myotis emarginatus 
",,,,,2,capturing,,,,,NATURA 2000 project
BG:BATDATA:11319,2012-09-23T22:00:00Z,2012-09-24,42.80067,25.58989,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11320,2012-09-23T22:00:00Z,2012-09-24,42.80727,25.58783,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11321,2012-09-23T22:00:00Z,2012-09-24,42.80679,25.58778,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11322,2012-09-23T22:00:00Z,2012-09-24,42.80589,25.58742,,building,,Rhinolophus hipposideros,,,,,30,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11323,2012-09-23T22:00:00Z,2012-09-24,42.80274,25.57858,559,cave,Suhata Peshtera (Kiliite),Barbastella barbastellus,,,,,10,capturing,,,,,NATURA 2000 project
BG:BATDATA:11324,2012-09-23T22:00:00Z,2012-09-24,42.80274,25.57858,559,cave,Suhata Peshtera (Kiliite),Myotis myotis/blythii,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11325,2012-09-23T22:00:00Z,2012-09-24,42.80274,25.57858,,cave,Suhata Peshtera (Kiliite),"
Myotis bechsteinii ",,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11326,2012-09-23T22:00:00Z,2012-09-24,42.80274,25.57858,,cave,Suhata Peshtera (Kiliite),Hypsugo savii ,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11327,2012-09-23T22:00:00Z,2012-09-24,42.80236,25.57802,559,cave,Mokrata (Vodnata) Peshtera,Myotis myotis ,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11328,2012-09-23T22:00:00Z,2012-09-24,42.80236,25.57802,559,cave,Mokrata (Vodnata) Peshtera,Barbastella barbastellus,,,,,6,capturing,,,,,NATURA 2000 project
BG:BATDATA:11329,2012-09-23T22:00:00Z,2012-09-24,42.80236,25.57802,559,cave,Mokrata (Vodnata) Peshtera," 
Plecotus austriacus
",,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11330,2012-09-24T22:00:00Z,2012-09-25,42.80306,25.57308,,building,,Rhinolophus hipposideros,,,,,3,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11331,2012-09-24T22:00:00Z,2012-09-25,42.78766,25.50028,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11332,2012-09-24T22:00:00Z,2012-09-25,42.78762,25.50014,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11333,2012-09-24T22:00:00Z,2012-09-25,42.78687,25.50062,,building,,Rhinolophus hipposideros,,,,,2,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11334,2012-09-24T22:00:00Z,2012-09-25,42.81786,25.49897,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11335,2012-09-24T22:00:00Z,2012-09-25,42.76578,25.49485,1028,cave,Kokalenata Peshtera,Rhinolophus hipposideros,,,,,2,capturing,,,,,NATURA 2000 project
BG:BATDATA:11336,2012-09-25T22:00:00Z,2012-09-26,42.79235,25.33594,,building,,Rhinolophus hipposideros,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11337,2012-09-25T22:00:00Z,2012-09-26,42.79898,25.35758,,river,Sivak river,Myotis nattereri,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11338,2011-09-25T22:00:00Z,2011-09-26,42.73591,25.52923,,mine,Mine galllery next to Izvora hut,Rhinolophus ferrumequinum,,,,,,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11339,2011-09-25T22:00:00Z,2011-09-26,42.73591,25.52923,,mine,Mine galllery next to Izvora hut,Myotis myotis/blythii,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11340,2011-09-26T22:00:00Z,2011-09-27,42.74013,25.39647,,cave,Peshtera Buzludzha,Myotis nattereri,,,,,2,capturing,,,,,NATURA 2000 project
BG:BATDATA:11341,2011-09-26T22:00:00Z,2011-09-27,42.74013,25.39647,,cave,Peshtera Buzludzha," 
Plecotus auritus
",,,,,4,capturing,,,,,NATURA 2000 project
BG:BATDATA:11342,2011-09-26T22:00:00Z,2011-09-27,42.74013,25.39647,,cave,Peshtera Buzludzha,Rhinolophus hipposideros,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11343,2011-09-26T22:00:00Z,2011-09-27,42.74013,25.39647,,cave,Peshtera Buzludzha,Myotis myotis/blythii,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11344,2011-09-27T22:00:00Z,2011-09-28,42.74013,25.39647,,cave,Peshtera Buzludzha,Rhinolophus hipposideros,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11345,2011-09-27T22:00:00Z,2011-09-28,42.74013,25.39647,,cave,Peshtera Buzludzha," 
Plecotus auritus
",,,,,3,capturing,,,,,NATURA 2000 project
BG:BATDATA:11346,2011-09-27T22:00:00Z,2011-09-28,42.74013,25.39647,,cave,Peshtera Buzludzha,Myotis myotis/blythii,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11347,2012-07-25T22:00:00Z,2012-07-26,42.77362,25.25665,,cave,Prohodna Peshtera,Rhinolophus ferrumequinum,,,,,7,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11348,2012-07-25T22:00:00Z,2012-07-26,42.77362,25.25665,,cave,Prohodna Peshtera,"
Myotis emarginatus 
",,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11349,2012-07-26T22:00:00Z,2012-07-27,42.80861,25.23253,553,,,Myotis daubentonii ,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11350,2012-07-26T22:00:00Z,2012-07-27,42.82193,25.20735,,river,Tsiganska river,Еptesicus serotinus,,,,,1,capturing,,,,,NATURA 2000 project
BG:BATDATA:11351,2012-04-24T22:00:00Z,2012-04-25,42.74679,25.52847,971,building,Izvora hut,Myotis myotis/blythii,,,,,1,roost observation,,,,,NATURA 2000 project
BG:BATDATA:11352,2012-05-22T22:00:00Z,2012-05-23,42.79458,25.26979,700,,,Еptesicus serotinus,,,,,,acoustic,,Elena Stoeva,,,
BG:BATDATA:11353,2012-05-22T22:00:00Z,2012-05-23,42.79458,25.26979,700,,,Myotis sp.,,,,,,acoustic,,Elena Stoeva,,,
