kingdom,scientificName,type,language,license,rightsHolder,datasetID,institutionCode,datasetName,basisOfRecord,occurrenceID,recordedBy,individualCount,occurrenceStatus,eventDate,samplingProtocol,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,taxonRank,nomenclaturalCode
Animalia,Pelecanus crispus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:170,PPNEA,2,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Ardea alba,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:171,PPNEA,2,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Ardea cinerea,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:172,PPNEA,2,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Podiceps nigricollis,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:173,PPNEA,3,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:174,PPNEA,3,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:175,PPNEA,5,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Mareca strepera,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:176,PPNEA,11,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:177,PPNEA,295,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:178,PPNEA,15,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Anas platyrhynchos,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:179,PPNEA,70,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:180,PPNEA,40,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:181,PPNEA,2,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:182,PPNEA,2,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:183,PPNEA,180,present,2022/02/17,casual observation,AL,40.883324,20.924471,WGS84,30,species,ICZN
Animalia,Tachybaptus ruficollis,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:184,PPNEA,1,present,2022/03/07,casual observation,AL,41.06675,20.639612,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:185,PPNEA,1,present,2022/03/07,casual observation,AL,41.06675,20.639612,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:186,PPNEA,130,present,2022/03/07,casual observation,AL,41.06675,20.639612,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:187,PPNEA,310,present,2022/03/07,casual observation,AL,41.06675,20.639612,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:188,PPNEA,100,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:189,PPNEA,58,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:190,PPNEA,1,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:191,PPNEA,1,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:192,PPNEA,9,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:193,PPNEA,30,present,2022/03/07,casual observation,AL,41.052231,20.645866,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:194,PPNEA,2,present,2022/03/07,casual observation,AL,41.039059,20.634836,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:195,PPNEA,120,present,2022/03/07,casual observation,AL,41.039059,20.634836,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:196,PPNEA,6,present,2022/03/07,casual observation,AL,41.039059,20.634836,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:197,PPNEA,30,present,2022/03/07,casual observation,AL,41.016727,20.633942,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:198,PPNEA,9,present,2022/03/07,casual observation,AL,41.016727,20.633942,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:199,PPNEA,2,present,2022/03/07,casual observation,AL,40.962898,20.644411,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:200,PPNEA,59,present,2022/03/07,casual observation,AL,40.962898,20.644411,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:201,PPNEA,6,present,2022/03/07,casual observation,AL,40.962898,20.644411,WGS84,30,species,ICZN
Animalia,Gavia arctica,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:202,PPNEA,4,present,2022/03/07,casual observation,AL,40.962898,20.644411,WGS84,30,species,ICZN
Animalia,Accipiter nisus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:203,PPNEA,1,present,2022/03/07,casual observation,AL,40.962898,20.644411,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:204,PPNEA,1,present,2022/03/07,casual observation,AL,40.923965,20.640608,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:205,PPNEA,30,present,2022/03/07,casual observation,AL,40.923965,20.640608,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:206,PPNEA,68,present,2022/03/07,casual observation,AL,40.923965,20.640608,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:207,PPNEA,473,present,2022/03/07,casual observation,AL,40.923965,20.640608,WGS84,30,species,ICZN
Animalia,Mergus merganser,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:208,PPNEA,1,present,2022/03/07,casual observation,AL,40.903423,20.658201,WGS84,30,species,ICZN
Animalia,Mergus merganser,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:209,PPNEA,4,present,2022/03/07,casual observation,AL,40.903423,20.658201,WGS84,30,species,ICZN
Animalia,Gavia arctica,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:210,PPNEA,1,present,2022/03/07,casual observation,AL,40.903423,20.658201,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:211,PPNEA,33,present,2022/03/07,casual observation,AL,40.903423,20.658201,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:212,PPNEA,1,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Mergus merganser,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:213,PPNEA,1,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Mergus merganser,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:214,PPNEA,1,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Mergus merganser,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:215,PPNEA,1,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Phalacrocorax carbo,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:216,PPNEA,3,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:217,PPNEA,360,present,2022/03/07,casual observation,AL,40.90131,20.675028,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:218,PPNEA,5,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:219,PPNEA,1160,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:220,PPNEA,341,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:221,PPNEA,2,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Mergus serrator,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:222,PPNEA,3,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:223,PPNEA,8,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Egretta garzetta,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:224,PPNEA,1,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Cygnus olor,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:225,PPNEA,4,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:226,PPNEA,3,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Larus michahellis,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:227,PPNEA,1,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:228,PPNEA,13,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Larus michahellis,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:229,PPNEA,1,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Ardea alba,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:230,PPNEA,1,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:231,PPNEA,15,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:232,PPNEA,22,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:233,PPNEA,1,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Chroicocephalus ridibundus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:234,PPNEA,4,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:235,PPNEA,2,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:236,PPNEA,17,present,2022/03/07,casual observation,AL,40.902206,20.71664,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:237,PPNEA,10,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Microcarbo pygmaeus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:238,PPNEA,1,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:239,PPNEA,5,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:240,PPNEA,48,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Anas crecca,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:241,PPNEA,80,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:242,PPNEA,350,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:243,PPNEA,20,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:244,PPNEA,1,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:245,PPNEA,97,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:246,PPNEA,47,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:247,PPNEA,2,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:248,PPNEA,22,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Melanitta fusca,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:249,PPNEA,1,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya ferina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:250,PPNEA,1,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:251,PPNEA,6,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Melanitta fusca,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:252,PPNEA,2,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:253,PPNEA,3,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Spatula clypeata,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:254,PPNEA,9,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Podiceps nigricollis,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:255,PPNEA,9,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Melanitta fusca,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:256,PPNEA,5,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Podiceps cristatus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:257,PPNEA,2,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Aythya fuligula,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:258,PPNEA,4,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Netta rufina,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:259,PPNEA,3,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Fulica atra,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:260,PPNEA,300,present,2022/03/07,casual observation,AL,40.909431,20.731171,WGS84,30,species,ICZN
Animalia,Circus cyaneus,Event,en,http://creativecommons.org/publicdomain/zero/1.0/,PPNEA,placeholder,PPNEA,Casual Bird observations during fieldwork,HumanObservation,PPNEA:BIRDS:OBS:261,PPNEA,1,present,2022/03/06,casual observation,AL,40.800556,20.803549,WGS84,30,species,ICZN
