date,time,scientific name,species type,species group,number,lat,lng
12/23/2022,7:25:00,Cygnus olor,Species,Birds,2,40.905582,20.725655
12/23/2022,7:24:00,Ardea cinerea,Species,Birds,4,40.905582,20.725655
12/23/2022,7:24:00,Spatula clypeata,Species,Birds,2,40.905582,20.725655
12/23/2022,7:24:00,Podiceps cristatus,Species,Birds,2,40.905582,20.725655
12/23/2022,7:22:00,Podiceps cristatus,Species,Birds,67,40.905582,20.725655
12/23/2022,7:17:00,Aythya ferina,Species,Birds,327,40.905582,20.725655
12/23/2022,7:15:00,Fulica atra,Species,Birds,495,40.905582,20.725655
12/23/2022,7:15:00,Aythya fuligula,Species,Birds,75,40.905582,20.725655
12/22/2022,13:15:00,Phalacrocorax carbo,Species,Birds,1,40.766037,20.923632
12/22/2022,13:14:00,Podiceps nigricollis,Species,Birds,18,40.766037,20.923632
12/22/2022,13:06:00,Ardea cinerea,Species,Birds,1,40.766037,20.923632
12/22/2022,13:06:00,Aythya fuligula,Species,Birds,10,40.766037,20.923632
12/22/2022,13:06:00,Fulica atra,Species,Birds,270,40.766037,20.923632
12/22/2022,13:06:00,Larus michahellis,Species,Birds,5,40.766037,20.923632
12/22/2022,13:01:00,Ardea alba,Species,Birds,1,40.766037,20.923632
12/22/2022,13:01:00,Chroicocephalus ridibundus,Species,Birds,100,40.766037,20.923632
12/22/2022,13:00:00,Ardea alba,Species,Birds,1,40.766037,20.923632
12/22/2022,13:00:00,Aythya fuligula,Species,Birds,18,40.766037,20.923632
12/22/2022,13:00:00,Anas crecca,Species,Birds,64,40.766037,20.923632
12/22/2022,12:59:00,Aythya ferina,Species,Birds,64,40.766037,20.923632
12/22/2022,12:52:00,Aythya fuligula,Species,Birds,18,40.766037,20.923632
12/22/2022,12:50:00,Mergus merganser,Species,Birds,2,40.766037,20.923632
12/22/2022,12:43:00,Cygnus olor,Species,Birds,2,40.766037,20.923632
12/22/2022,12:43:00,Tadorna tadorna,Species,Birds,1,40.766037,20.923632
12/22/2022,12:43:00,Anas platyrhynchos,Species,Birds,86,40.766037,20.923632
12/22/2022,12:38:00,Podiceps nigricollis,Species,Birds,1,40.766037,20.923632
12/22/2022,12:38:00,Larus michahellis,Species,Birds,1,40.766037,20.923632
12/22/2022,12:37:00,Phalacrocorax carbo,Species,Birds,11,40.766037,20.923632
12/22/2022,12:34:00,Passer montanus,Species,Birds,3,40.765015,20.925497
12/22/2022,12:34:00,Turdus merula,Species,Birds,1,40.764324,20.925833
12/22/2022,12:33:00,Garrulus glandarius,Species,Birds,1,40.763969,20.925989
12/22/2022,12:20:00,Chroicocephalus ridibundus,Species,Birds,1,40.790257,20.909554
12/22/2022,12:17:00,Podiceps nigricollis,Species,Birds,12,40.790257,20.909554
12/22/2022,12:17:00,Aythya fuligula,Species,Birds,62,40.790257,20.909554
12/22/2022,12:17:00,Podiceps cristatus,Species,Birds,22,40.790257,20.909554
12/22/2022,12:14:00,Larus michahellis,Species,Birds,1,40.790257,20.909554
12/22/2022,12:13:00,Phalacrocorax carbo,Species,Birds,2,40.790257,20.909554
12/22/2022,12:13:00,Fulica atra,Species,Birds,60,40.790257,20.909554
12/22/2022,12:10:00,Chroicocephalus ridibundus,Species,Birds,15,40.790257,20.909554
12/22/2022,12:10:00,Phalacrocorax carbo,Species,Birds,3,40.790257,20.909554
12/22/2022,12:10:00,Microcarbo pygmaeus,Species,Birds,34,40.790257,20.909554
12/22/2022,12:10:00,Podiceps nigricollis,Species,Birds,56,40.790257,20.909554
12/22/2022,12:07:00,Aythya ferina,Species,Birds,14,40.790257,20.909554
12/22/2022,12:04:00,Microcarbo pygmaeus,Species,Birds,20,40.790257,20.909554
12/22/2022,12:04:00,Chroicocephalus ridibundus,Species,Birds,8,40.790257,20.909554
12/22/2022,12:03:00,Ardea alba,Species,Birds,1,40.790257,20.909554
12/22/2022,11:48:00,Turdus viscivorus,Species,Birds,1,40.844372,20.927956
12/22/2022,11:40:00,Microcarbo pygmaeus,Species,Birds,1,40.85862,20.946974
12/22/2022,11:40:00,Aythya fuligula,Species,Birds,2,40.85862,20.946974
12/22/2022,11:40:00,Aythya fuligula,Species,Birds,4,40.85862,20.946974
12/22/2022,11:39:00,Aythya fuligula,Species,Birds,5,40.85862,20.946974
12/22/2022,11:39:00,Podiceps nigricollis,Species,Birds,15,40.85862,20.946974
12/22/2022,11:36:00,Fulica atra,Species,Birds,156,40.85862,20.946974
12/22/2022,11:34:00,Microcarbo pygmaeus,Species,Birds,3,40.85862,20.946974
12/22/2022,11:34:00,Aythya ferina,Species,Birds,14,40.85862,20.946974
12/22/2022,11:25:00,Podiceps nigricollis,Species,Birds,15,40.8647,20.93919
12/22/2022,11:22:00,Aythya fuligula,Species,Birds,43,40.8647,20.93919
12/22/2022,11:21:00,Fulica atra,Species,Birds,225,40.8647,20.93919
12/22/2022,11:20:00,Anas platyrhynchos,Species,Birds,9,40.8647,20.93919
12/22/2022,11:14:00,Phalacrocorax carbo,Species,Birds,1,40.870361,20.928402
12/22/2022,11:13:00,Fulica atra,Species,Birds,115,40.870361,20.928402
12/22/2022,11:12:00,Phalacrocorax carbo,Species,Birds,3,40.870361,20.928402
12/22/2022,11:11:00,Podiceps nigricollis,Species,Birds,42,40.870361,20.928402
12/22/2022,11:11:00,Podiceps cristatus,Species,Birds,8,40.870361,20.928402
12/22/2022,11:09:00,Chroicocephalus ridibundus,Species,Birds,123,40.870361,20.928402
12/22/2022,10:49:00,Anas crecca,Species,Birds,2,40.883114,20.921671
12/22/2022,10:48:00,Podiceps cristatus,Species,Birds,25,40.883114,20.921671
12/22/2022,10:48:00,Chroicocephalus ridibundus,Species,Birds,40,40.883114,20.921671
12/22/2022,10:48:00,Aythya marila,Species,Birds,1,40.883114,20.921671
12/22/2022,10:45:00,Microcarbo pygmaeus,Species,Birds,3,40.883114,20.921671
12/22/2022,10:45:00,Phalacrocorax carbo,Species,Birds,7,40.883114,20.921671
12/22/2022,10:44:00,Ardea alba,Species,Birds,1,40.883114,20.921671
12/22/2022,10:44:00,Ardea cinerea,Species,Birds,3,40.883114,20.921671
12/22/2022,10:42:00,Aythya ferina,Species,Birds,25,40.883114,20.921671
12/22/2022,10:42:00,Fulica atra,Species,Birds,358,40.883114,20.921671
12/22/2022,10:42:00,Podiceps nigricollis,Species,Birds,42,40.883114,20.921671
12/22/2022,10:42:00,Aythya fuligula,Species,Birds,138,40.883114,20.921671
12/22/2022,10:37:00,Podiceps nigricollis,Species,Birds,113,40.883114,20.921671
12/22/2022,10:27:00,Mareca strepera,Species,Birds,13,40.883114,20.921671
12/22/2022,10:27:00,Anas platyrhynchos,Species,Birds,80,40.883114,20.921671
12/22/2022,9:38:00,Saxicola rubicola,Species,Birds,1,40.734661,20.876928
2/25/2023,11:54:00,Podiceps cristatus,Species,Birds,1,41.0665,20.6392
2/25/2023,11:53:00,Aythya fuligula,Species,Birds,3,41.0665,20.6392
2/25/2023,11:52:00,Fulica atra,Species,Birds,143,41.0665,20.6392
2/25/2023,11:52:00,Microcarbo pygmaeus,Species,Birds,2,41.0665,20.6392
2/25/2023,11:52:00,Chroicocephalus ridibundus,Species,Birds,11,41.0665,20.6392
2/25/2023,11:50:00,Cygnus olor,Species,Birds,2,41.0665,20.6392
2/25/2023,11:50:00,Aythya ferina,Species,Birds,7,41.0665,20.6392
2/25/2023,11:50:00,Gallinula chloropus,Species,Birds,1,41.0665,20.6392
2/25/2023,11:49:00,Fulica atra,Species,Birds,17,41.0665,20.6392
2/25/2023,11:49:00,Tachybaptus ruficollis,Species,Birds,1,41.0665,20.6392
2/25/2023,11:40:00,Chroicocephalus ridibundus,Species,Birds,1,41.0508,20.6434
2/25/2023,11:37:00,Chroicocephalus ridibundus,Species,Birds,11,41.0508,20.6434
2/25/2023,11:37:00,Fulica atra,Species,Birds,103,41.0508,20.6434
2/25/2023,11:19:00,Microcarbo pygmaeus,Species,Birds,6,41.0508,20.6434
2/25/2023,11:18:00,Fulica atra,Species,Birds,326,41.0508,20.6434
2/25/2023,11:18:00,Phalacrocorax carbo,Species,Birds,37,41.0508,20.6434
2/25/2023,11:17:00,Larus michahellis,Species,Birds,1,41.0508,20.6434
2/25/2023,11:17:00,Podiceps cristatus,Species,Birds,11,41.0508,20.6434
2/25/2023,11:08:00,Tachybaptus ruficollis,Species,Birds,1,41.0508,20.6434
2/25/2023,11:03:00,Microcarbo pygmaeus,Species,Birds,5,41.0508,20.6434
2/25/2023,11:02:00,Microcarbo pygmaeus,Species,Birds,2,41.0508,20.6434
2/25/2023,10:59:00,Ardea cinerea,Species,Birds,1,41.0508,20.6434
2/25/2023,10:59:00,Podiceps nigricollis,Species,Birds,1,41.0508,20.6434
2/25/2023,10:58:00,Fulica atra,Species,Birds,27,41.0508,20.6434
2/25/2023,10:58:00,Podiceps cristatus,Species,Birds,124,41.0508,20.6434
2/25/2023,10:44:00,Microcarbo pygmaeus,Species,Birds,2,41.0305,20.6352
2/25/2023,10:44:00,Fulica atra,Species,Birds,40,41.0305,20.6352
2/25/2023,10:43:00,Microcarbo pygmaeus,Species,Birds,9,41.0305,20.6352
2/25/2023,10:43:00,Chroicocephalus ridibundus,Species,Birds,2,41.0305,20.6352
2/25/2023,10:30:00,Microcarbo pygmaeus,Species,Birds,2,40.9298,20.6412
2/25/2023,10:30:00,Podiceps cristatus,Species,Birds,2,40.9298,20.6412
2/25/2023,10:30:00,Fulica atra,Species,Birds,97,40.9298,20.6412
2/25/2023,10:29:00,Netta rufina,Species,Birds,55,40.9298,20.6412
2/25/2023,10:23:00,Fulica atra,Species,Birds,180,40.9298,20.6412
2/25/2023,10:23:00,Microcarbo pygmaeus,Species,Birds,79,40.9298,20.6412
2/25/2023,10:13:00,Microcarbo pygmaeus,Species,Birds,1,40.9629,20.645
2/25/2023,10:13:00,Fulica atra,Species,Birds,25,40.9629,20.645
2/25/2023,10:12:00,Chroicocephalus ridibundus,Species,Birds,1,40.9629,20.645
2/25/2023,10:12:00,Podiceps cristatus,Species,Birds,1,40.9629,20.645
2/25/2023,10:12:00,Fulica atra,Species,Birds,32,40.9629,20.645
2/25/2023,10:11:00,Microcarbo pygmaeus,Species,Birds,12,40.9629,20.645
2/25/2023,10:10:00,Microcarbo pygmaeus,Species,Birds,11,40.9629,20.645
2/25/2023,10:10:00,Fulica atra,Species,Birds,50,40.9629,20.645
2/25/2023,9:38:00,Chroicocephalus ridibundus,Species,Birds,1,40.9034,20.6582
2/25/2023,9:35:00,Chroicocephalus ridibundus,Species,Birds,14,40.9034,20.6582
2/25/2023,9:34:00,Mergus merganser,Species,Birds,7,40.9034,20.6582
2/25/2023,9:34:00,Podiceps cristatus,Species,Birds,6,40.9034,20.6582
2/25/2023,9:32:00,Podiceps cristatus,Species,Birds,1,40.9034,20.6582
2/25/2023,9:32:00,Microcarbo pygmaeus,Species,Birds,9,40.9034,20.6582
2/25/2023,9:31:00,Podiceps cristatus,Species,Birds,97,40.9034,20.6582
2/25/2023,9:30:00,Cygnus olor,Species,Birds,5,40.9034,20.6582
2/25/2023,9:30:00,Fulica atra,Species,Birds,191,40.9034,20.6582
2/25/2023,9:30:00,Aythya ferina,Species,Birds,7,40.9034,20.6582
2/25/2023,9:29:00,Aythya fuligula,Species,Birds,37,40.9034,20.6582
2/25/2023,9:28:00,Fulica atra,Species,Birds,131,40.9034,20.6582
2/25/2023,9:15:00,Chroicocephalus ridibundus,Species,Birds,1,40.9012,20.6741
2/25/2023,9:12:00,Mergus merganser,Species,Birds,1,40.9012,20.6741
2/25/2023,9:12:00,Podiceps cristatus,Species,Birds,138,40.9012,20.6741
2/25/2023,9:11:00,Larus michahellis,Species,Birds,2,40.9012,20.6741
2/25/2023,9:11:00,Chroicocephalus ridibundus,Species,Birds,10,40.9012,20.6741
2/25/2023,9:10:00,Microcarbo pygmaeus,Species,Birds,9,40.9012,20.6741
2/25/2023,9:09:00,Podiceps cristatus,Species,Birds,134,40.9012,20.6741
2/25/2023,9:09:00,Mergus merganser,Species,Birds,2,40.9012,20.6741
2/25/2023,9:09:00,Podiceps cristatus,Species,Birds,220,40.9012,20.6741
2/25/2023,8:55:00,Chroicocephalus ridibundus,Species,Birds,107,40.9008,20.7014
2/25/2023,8:54:00,Chroicocephalus ridibundus,Species,Birds,3,40.9008,20.7014
2/25/2023,8:50:00,Chroicocephalus ridibundus,Species,Birds,5,40.9008,20.7014
2/25/2023,8:50:00,Fulica atra,Species,Birds,700,40.9008,20.7014
2/25/2023,8:43:00,Chroicocephalus ridibundus,Species,Birds,175,40.9008,20.7014
2/25/2023,8:33:00,Tachybaptus ruficollis,Species,Birds,2,40.9069,20.7287
2/25/2023,8:33:00,Aythya ferina,Species,Birds,115,40.9069,20.7287
2/25/2023,8:32:00,Microcarbo pygmaeus,Species,Birds,3,40.9069,20.7287
2/25/2023,8:30:00,Microcarbo pygmaeus,Species,Birds,4,40.9069,20.7287
2/25/2023,8:29:00,Netta rufina,Species,Birds,2,40.9069,20.7287
2/25/2023,8:29:00,Aythya fuligula,Species,Birds,144,40.9069,20.7287
2/25/2023,8:25:00,Netta rufina,Species,Birds,35,40.9069,20.7287
2/25/2023,8:24:00,Fulica atra,Species,Birds,40,40.9069,20.7287
2/25/2023,8:23:00,Netta rufina,Species,Birds,2,40.9069,20.7287
2/25/2023,8:23:00,Netta rufina,Species,Birds,4,40.9069,20.7287
2/25/2023,8:21:00,Anas crecca,Species,Birds,101,40.9069,20.7287
2/25/2023,8:20:00,Podiceps cristatus,Species,Birds,25,40.9069,20.7287
2/25/2023,8:16:00,Fulica atra,Species,Birds,151,40.9069,20.7287
2/24/2023,12:22:00,Podiceps cristatus,Species,Birds,20,40.7663,20.9231
2/24/2023,12:20:00,Ardea alba,Species,Birds,1,40.7663,20.9231
2/24/2023,12:20:00,Ardea cinerea,Species,Birds,2,40.7663,20.9231
2/24/2023,12:20:00,Chroicocephalus ridibundus,Species,Birds,9,40.7663,20.9231
2/24/2023,12:20:00,Larus michahellis,Species,Birds,32,40.7663,20.9231
2/24/2023,12:18:00,Podiceps nigricollis,Species,Birds,3,40.7663,20.9231
2/24/2023,12:17:00,Aythya ferina,Species,Birds,12,40.7663,20.9231
2/24/2023,12:17:00,Fulica atra,Species,Birds,124,40.7663,20.9231
2/24/2023,12:13:00,Podiceps nigricollis,Species,Birds,7,40.7663,20.9231
2/24/2023,12:12:00,Aythya fuligula,Species,Birds,148,40.7663,20.9231
2/24/2023,12:09:00,Anas platyrhynchos,Species,Birds,27,40.7663,20.9231
2/24/2023,12:07:00,Mareca penelope,Species,Birds,6,40.7663,20.9231
2/24/2023,12:07:00,Anas crecca,Species,Birds,37,40.7663,20.9231
2/24/2023,12:07:00,Anas crecca,Species,Birds,28,40.7663,20.9231
2/24/2023,12:05:00,Anas platyrhynchos,Species,Birds,95,40.7663,20.9231
2/24/2023,11:36:00,Emberiza cirlus,Species,Birds,1,40.7909,20.9089
2/24/2023,11:34:00,Podiceps nigricollis,Species,Birds,2,40.7909,20.9089
2/24/2023,11:34:00,Podiceps cristatus,Species,Birds,4,40.7909,20.9089
2/24/2023,11:34:00,Larus michahellis,Species,Birds,1,40.7909,20.9089
2/24/2023,11:34:00,Ardea alba,Species,Birds,1,40.7909,20.9089
2/24/2023,11:33:00,Microcarbo pygmaeus,Species,Birds,27,40.7909,20.9089
2/24/2023,11:28:00,Chroicocephalus ridibundus,Species,Birds,1,40.7902,20.9094
2/24/2023,11:18:00,Aythya ferina,Species,Birds,1,40.7902,20.9094
2/24/2023,11:18:00,Podiceps nigricollis,Species,Birds,18,40.7902,20.9094
2/24/2023,11:14:00,Chroicocephalus ridibundus,Species,Birds,3,40.7902,20.9094
2/24/2023,11:14:00,Chroicocephalus ridibundus,Species,Birds,12,40.7902,20.9094
2/24/2023,11:14:00,Podiceps cristatus,Species,Birds,3,40.7902,20.9094
2/24/2023,11:14:00,Aythya fuligula,Species,Birds,100,40.7902,20.9094
2/24/2023,11:09:00,Phalacrocorax carbo,Species,Birds,1,40.7902,20.9094
2/24/2023,11:09:00,Ardea alba,Species,Birds,1,40.7902,20.9094
2/24/2023,11:09:00,Podiceps cristatus,Species,Birds,28,40.7902,20.9094
2/24/2023,11:05:00,Fulica atra,Species,Birds,140,40.7902,20.9094
2/24/2023,11:05:00,Phalacrocorax carbo,Species,Birds,1,40.7902,20.9094
2/24/2023,11:05:00,Microcarbo pygmaeus,Species,Birds,34,40.7902,20.9094
2/24/2023,10:39:00,Chroicocephalus ridibundus,Species,Birds,1,40.8585,20.947
2/24/2023,10:34:00,Podiceps cristatus,Species,Birds,1,40.8646,20.9394
2/24/2023,10:33:00,Aythya fuligula,Species,Birds,78,40.8646,20.9394
2/24/2023,10:31:00,Podiceps nigricollis,Species,Birds,1,40.8646,20.9394
2/24/2023,10:27:00,Podiceps nigricollis,Species,Birds,2,40.8646,20.9394
2/24/2023,10:27:00,Podiceps cristatus,Species,Birds,1,40.8646,20.9394
2/24/2023,10:27:00,Ardea alba,Species,Birds,1,40.8646,20.9394
2/24/2023,10:27:00,Fulica atra,Species,Birds,154,40.8646,20.9394
2/24/2023,10:22:00,Phalacrocorax carbo,Species,Birds,1,40.8693,20.93
2/24/2023,10:17:00,Podiceps nigricollis,Species,Birds,20,40.8693,20.93
2/24/2023,10:17:00,Aythya fuligula,Species,Birds,37,40.8693,20.93
2/24/2023,10:15:00,Chroicocephalus ridibundus,Species,Birds,304,40.8693,20.93
2/24/2023,10:14:00,Accipiter nisus,Species,Birds,1,40.8693,20.93
2/24/2023,10:07:00,Anas platyrhynchos,Species,Birds,10,40.8693,20.93
2/24/2023,10:07:00,Fulica atra,Species,Birds,174,40.8693,20.93
2/24/2023,9:43:00,Emberiza calandra,Species,Birds,1,40.8832,20.9247
2/24/2023,9:42:00,Phalacrocorax carbo,Species,Birds,1,40.8832,20.9247
2/24/2023,9:42:00,Picus viridis,Species,Birds,1,40.8832,20.9247
2/24/2023,9:41:00,Chroicocephalus ridibundus,Species,Birds,336,40.8832,20.9247
2/24/2023,9:40:00,Fulica atra,Species,Birds,415,40.8832,20.9247
2/24/2023,9:39:00,Podiceps cristatus,Species,Birds,6,40.8832,20.9247
2/24/2023,9:39:00,Podiceps nigricollis,Species,Birds,7,40.8832,20.9247
2/24/2023,9:34:00,Buteo buteo,Species,Birds,2,40.8832,20.9247
2/24/2023,9:34:00,Circus pygargus,Species,Birds,1,40.8832,20.9247
2/24/2023,9:30:00,Podiceps nigricollis,Species,Birds,4,40.8832,20.9247
2/24/2023,9:29:00,Larus michahellis,Species,Birds,4,40.8832,20.9247
2/24/2023,9:28:00,Anas crecca,Species,Birds,4,40.8832,20.9247
2/24/2023,9:27:00,Podiceps cristatus,Species,Birds,8,40.8832,20.9247
2/24/2023,9:26:00,Aythya fuligula,Species,Birds,18,40.8832,20.9247
2/24/2023,9:25:00,Mareca strepera,Species,Birds,37,40.8832,20.9247
2/24/2023,9:17:00,Mareca penelope,Species,Birds,4,40.8832,20.9247
2/24/2023,9:17:00,Ardea cinerea,Species,Birds,1,40.8832,20.9247
2/24/2023,9:12:00,Ardea cinerea,Species,Birds,1,40.8832,20.9247
2/24/2023,9:12:00,Ardea alba,Species,Birds,4,40.8832,20.9247
2/24/2023,9:09:00,Anas platyrhynchos,Species,Birds,22,40.8832,20.9247
2/24/2023,8:58:00,Aythya ferina,Species,Birds,88,40.8832,20.9247
1/15/2023,13:45:00,Anas crecca,Species,Birds,2,39.7648,20.0012
1/15/2023,12:08:00,Numenius arquata,Species,Birds,1,39.7648,20.0012
1/15/2023,12:07:00,Vanellus vanellus,Species,Birds,70,39.7648,20.0012
1/15/2023,11:10:00,Phalacrocorax carbo,Species,Birds,6,39.7648,20.0012
1/15/2023,11:08:00,Phalacrocorax carbo,Species,Birds,1,39.7688,20.0072
5/3/2023,16:01:00,Pica pica,Species,Birds,1,40.492343,19.447945
4/22/2023,11:21:00,Upupa epops,Species,Birds,2,40.539165,19.377296
4/22/2023,11:03:00,Saxicola rubetra,Species,Birds,1,40.539165,19.377296
4/22/2023,10:48:00,Tachymarptis melba,Species,Birds,4,40.539165,19.377296
4/22/2023,10:43:00,Falco vespertinus,Species,Birds,1,40.539165,19.377296
4/22/2023,10:12:00,Circus aeruginosus,Species,Birds,1,40.539165,19.377296
4/22/2023,10:03:00,Circus pygargus,Species,Birds,1,40.539165,19.377296
4/22/2023,9:52:00,Tachymarptis melba,Species,Birds,5,40.5392,19.377337
4/22/2023,9:51:00,Tachymarptis melba,Species,Birds,5,40.5392,19.377337
4/22/2023,9:47:00,Tachymarptis melba,Species,Birds,2,40.5392,19.377337
4/22/2023,9:46:00,Circus pygargus,Species,Birds,1,40.5392,19.377337
4/22/2023,9:46:00,Circus pygargus,Species,Birds,2,40.5392,19.377337
4/22/2023,9:43:00,Circus pygargus,Species,Birds,1,40.5392,19.377337
4/22/2023,9:43:00,Circus pygargus,Species,Birds,2,40.5392,19.377337
4/22/2023,9:40:00,Circus aeruginosus,Species,Birds,1,40.5392,19.377337
4/22/2023,9:36:00,Tachymarptis melba,Species,Birds,2,40.5392,19.377337
4/22/2023,9:29:00,Tachymarptis melba,Species,Birds,2,40.5392,19.377337
4/22/2023,9:29:00,Tachymarptis melba,Species,Birds,3,40.5392,19.377337
4/22/2023,9:28:00,Anas platyrhynchos,Species,Birds,2,40.5392,19.377337
4/22/2023,9:27:00,Tachymarptis melba,Species,Birds,2,40.5392,19.377337
4/22/2023,9:23:00,Tachymarptis melba,Species,Birds,3,40.5392,19.377337
4/22/2023,9:22:00,Falco vespertinus,Species,Birds,1,40.5392,19.377337
4/22/2023,9:20:00,Phoenicopterus roseus,Species,Birds,48,40.5392,19.377337
4/22/2023,9:10:00,Tachymarptis melba,Species,Birds,9,40.5392,19.377337
4/22/2023,9:05:00,Tachymarptis melba,Species,Birds,7,40.5392,19.377337
4/22/2023,9:04:00,Tachymarptis melba,Species,Birds,5,40.5392,19.377337
4/22/2023,9:02:00,Tachymarptis melba,Species,Birds,1,40.5392,19.377337
4/22/2023,9:02:00,Accipiter nisus,Species,Birds,1,40.5392,19.377337
4/22/2023,8:54:00,Tachymarptis melba,Species,Birds,6,40.5392,19.377325
4/22/2023,8:52:00,Tachymarptis melba,Species,Birds,4,40.5392,19.377325
4/22/2023,8:49:00,Tachymarptis melba,Species,Birds,5,40.5392,19.377325
4/22/2023,8:37:00,Falco subbuteo,Species,Birds,1,40.5392,19.377325
4/22/2023,8:35:00,Sterna hirundo,Species,Birds,2,40.5392,19.377325
4/22/2023,8:28:00,Chroicocephalus ridibundus,Species,Birds,3,40.5392,19.377325
4/22/2023,8:23:00,Tachymarptis melba,Species,Birds,2,40.5392,19.377325
4/22/2023,8:22:00,Tachymarptis melba,Species,Birds,3,40.5392,19.377325
4/22/2023,8:20:00,Merops apiaster,Species,Birds,2,40.5392,19.377325
4/22/2023,8:17:00,Tachymarptis melba,Species,Birds,6,40.5392,19.377325
4/22/2023,8:17:00,Larus fuscus,Species,Birds,1,40.5392,19.377325
4/22/2023,8:15:00,Calonectris diomedea,Species,Birds,25,40.5392,19.377325
4/22/2023,8:12:00,Sterna hirundo,Species,Birds,1,40.5392,19.377325
4/22/2023,8:01:00,Sterna hirundo,Species,Birds,1,40.5392,19.377325
4/22/2023,7:59:00,Sterna hirundo,Species,Birds,4,40.5392,19.377285
4/22/2023,7:57:00,Calonectris diomedea,Species,Birds,10,40.5392,19.377285
4/22/2023,7:57:00,Tadorna tadorna,Species,Birds,2,40.5392,19.377285
4/22/2023,7:55:00,Egretta garzetta,Species,Birds,1,40.5392,19.377285
4/22/2023,7:53:00,Calonectris diomedea,Species,Birds,3,40.5392,19.377285
4/22/2023,7:46:00,Tachymarptis melba,Species,Birds,16,40.5392,19.377285
4/22/2023,7:31:00,Sterna hirundo,Species,Birds,1,40.5392,19.377285
4/22/2023,7:27:00,Calonectris diomedea,Species,Birds,1,40.5392,19.377285
4/22/2023,7:25:00,Chroicocephalus ridibundus,Species,Birds,3,40.5392,19.377285
4/22/2023,7:21:00,Larus michahellis,Species,Birds,2,40.5392,19.377285
4/22/2023,7:17:00,Corvus corax,Species,Birds,2,40.5392,19.377285
4/22/2023,7:06:00,Chroicocephalus ridibundus,Species,Birds,1,40.5392,19.377285
4/22/2023,7:00:00,Calonectris diomedea,Species,Birds,1,40.5392,19.377285
4/22/2023,6:58:00,Tadorna tadorna,Species,Birds,1,40.5392,19.377285
4/21/2023,19:12:00,Egretta garzetta,Species,Birds,10,40.616123,19.347839
4/21/2023,18:57:00,Calidris alba,Species,Birds,3,40.616123,19.347839
4/21/2023,18:55:00,Calidris alba,Species,Birds,18,40.616123,19.347839
4/21/2023,18:55:00,Pluvialis squatarola,Species,Birds,3,40.616123,19.347839
4/21/2023,18:49:00,Thalasseus sandvicensis,Species,Birds,1,40.616123,19.347839
4/21/2023,18:40:00,Numenius phaeopus,Species,Birds,12,40.616123,19.347839
4/21/2023,18:38:00,Calonectris diomedea,Species,Birds,1,40.616123,19.347839
4/21/2023,18:36:00,Phoenicopterus roseus,Species,Birds,40,40.616123,19.347839
4/21/2023,18:34:00,Anas platyrhynchos,Species,Birds,4,40.616123,19.347839
4/21/2023,18:18:00,Charadrius alexandrinus,Species,Birds,2,40.616123,19.347839
4/21/2023,18:17:00,Calidris minuta,Species,Birds,1,40.616123,19.347839
4/21/2023,18:11:00,Calidris ferruginea,Species,Birds,2,40.616123,19.347839
4/21/2023,18:06:00,Ardea alba,Species,Birds,1,40.616123,19.347839
4/21/2023,18:05:00,Larus michahellis,Species,Birds,2,40.616123,19.347839
4/21/2023,18:05:00,Charadrius alexandrinus,Species,Birds,2,40.616123,19.347839
4/21/2023,18:03:00,Ardea alba,Species,Birds,2,40.616123,19.347839
4/21/2023,10:49:00,Gelochelidon nilotica,Species,Birds,2,40.600285,19.431517
4/21/2023,10:44:00,Athene noctua,Species,Birds,1,40.600285,19.431517
4/21/2023,10:43:00,Athene noctua,Species,Birds,1,40.600285,19.431517
4/21/2023,10:43:00,Athene noctua,Species,Birds,1,40.577282,19.401943
4/21/2023,10:32:00,Calidris pugnax,Species,Birds,2,40.577282,19.401943
4/21/2023,10:31:00,Limosa limosa,Species,Birds,10,40.577282,19.401943
4/21/2023,10:30:00,Tringa glareola,Species,Birds,1,40.577282,19.401943
4/21/2023,10:24:00,Emberiza calandra,Species,Birds,1,40.577282,19.401943
4/21/2023,10:15:00,Clamator glandarius,Species,Birds,1,40.577282,19.401943
4/21/2023,10:08:00,Melanocorypha calandra,Species,Birds,3,40.577282,19.401943
4/21/2023,10:06:00,Circus aeruginosus,Species,Birds,1,40.577282,19.401943
4/21/2023,10:04:00,Pelecanus crispus,Species,Birds,1,40.577328,19.401945
4/21/2023,10:01:00,Pelecanus crispus,Species,Birds,1,40.575867,19.400322
4/21/2023,10:00:00,Pelecanus crispus,Species,Birds,1,40.556534,19.459768
4/21/2023,9:46:00,Saxicola rubetra,Species,Birds,1,40.556534,19.459768
4/21/2023,9:44:00,Tringa glareola,Species,Birds,4,40.556534,19.459768
4/21/2023,9:44:00,Cisticola juncidis,Species,Birds,1,40.556534,19.459768
4/21/2023,9:42:00,Curruca curruca,Species,Birds,1,40.556534,19.459768
4/21/2023,9:40:00,Emberiza calandra,Species,Birds,1,40.556534,19.459768
4/21/2023,9:28:00,Egretta garzetta,Species,Birds,2,40.556534,19.459768
4/21/2023,9:27:00,Bubulcus ibis,Species,Birds,1,40.556534,19.459768
4/21/2023,9:26:00,Phoenicopterus roseus,Species,Birds,171,40.556534,19.459768
4/21/2023,9:21:00,Bubulcus ibis,Species,Birds,1,40.556534,19.459768
4/21/2023,9:20:00,Athene noctua,Species,Birds,1,40.556534,19.459768
